# Experimental Run Wed Feb 06 23:28:32 ACT 2008
Absolute Cell Error (AbCE),Antigen Average Diversity (AAD),Average BMU Per Antigen (ABMU/Antigen),Average Cell Diversity (ACD),Average Cell Diversity Ratio (ACDR),Average Cell Error (ACE),Best Score,Best Solution,Cell Set Absolute Eucldiean Error (CSAbEE),Cell Set Absolute Hamming Error (CSAbHE),Cell Set Average Component Euclidean Error (CSACEE),Cell Set Average Diversity (CSAD),Cell Set Average Eucldiean Error (CSAEE),Cell Set Average Hamming Error (CSAHE),Epoch Count,EpochLocatedOptimalScore,Evaluation Count,Last Epoch Summary,Run Time Milliseconds,Score Summary
"0.007767435845023873","0.0","1.0","86.28","86.28","0.007767435845023873","0.007767435845023873","score[0.007767435845023873]","0.007767435845023873","82.0","0.0032707212775259973","0.0","0.007767435845023873","82.0","1000","-1","1000","Epoch=1000,Best=0.007767435845023873,Worst=0.007767435845023873,Mean=0.007767435845023873,Stdev=0.0.","2797","Best=0.007767435845023873,Worst=0.4540819104549054,Mean=0.03747027432817389,Stdev=0.05087580396793398."
"0.042509242377284574","0.0","1.0","87.94","87.94","0.042509242377284574","0.042509242377284574","score[0.042509242377284574]","0.042509242377284574","94.0","0.019529625747738272","0.0","0.042509242377284574","94.0","1000","-1","1000","Epoch=1000,Best=0.042509242377284574,Worst=0.042509242377284574,Mean=0.042509242377284574,Stdev=0.0.","2812","Best=0.042509242377284574,Worst=0.27762240671963606,Mean=0.06593203481032077,Stdev=0.027750124609910862."
"0.01930977701357796","0.0","1.0","83.61999999999999","83.61999999999999","0.01930977701357796","0.01930977701357796","score[0.01930977701357796]","0.01930977701357796","82.0","0.006673155773714801","0.0","0.01930977701357796","82.0","1000","-1","1000","Epoch=1000,Best=0.01930977701357796,Worst=0.01930977701357796,Mean=0.01930977701357796,Stdev=0.0.","2797","Best=0.01930977701357796,Worst=0.2447350272018079,Mean=0.04087793643648669,Stdev=0.05257716734648758."
"2.8372465955648284E-4","0.0","1.0","87.04","87.04","2.8372465955648284E-4","2.8372465955648284E-4","score[2.8372465955648284E-4]","2.8372465955648284E-4","82.0","1.270213542474974E-4","0.0","2.8372465955648284E-4","82.0","1000","-1","1000","Epoch=1000,Best=2.8372465955648284E-4,Worst=2.8372465955648284E-4,Mean=2.8372465955648284E-4,Stdev=0.0.","2813","Best=2.8372465955648284E-4,Worst=0.3181857809624404,Mean=0.058509279318253095,Stdev=0.07412265818283297."
"2.329539845158208E-4","0.0","1.0","84.34","84.34","2.329539845158208E-4","2.329539845158208E-4","score[2.329539845158208E-4]","2.329539845158208E-4","82.0","1.043223744909098E-4","0.0","2.329539845158208E-4","82.0","1000","-1","1000","Epoch=1000,Best=2.329539845158208E-4,Worst=2.329539845158208E-4,Mean=2.329539845158208E-4,Stdev=0.0.","2812","Best=2.329539845158208E-4,Worst=0.30575876867376206,Mean=0.025234363645937088,Stdev=0.05680147952983936."
"0.0017706329955133257","0.0","1.0","86.5","86.5","0.0017706329955133257","0.0017706329955133257","score[0.0017706329955133257]","0.0017706329955133257","88.0","7.015239883413904E-4","0.0","0.0017706329955133257","88.0","1000","-1","1000","Epoch=1000,Best=0.0017706329955133257,Worst=0.0017706329955133257,Mean=0.0017706329955133257,Stdev=0.0.","2797","Best=0.0017706329955133257,Worst=0.36321664785791474,Mean=0.08847413014913248,Stdev=0.10269789607502638."
"1.456660254210517E-4","0.0","1.0","85.72","85.72","1.456660254210517E-4","1.456660254210517E-4","score[1.456660254210517E-4]","1.456660254210517E-4","80.0","6.096757132728614E-5","0.0","1.456660254210517E-4","80.0","1000","-1","1000","Epoch=1000,Best=1.456660254210517E-4,Worst=1.456660254210517E-4,Mean=1.456660254210517E-4,Stdev=0.0.","2813","Best=1.456660254210517E-4,Worst=0.09828845077559303,Mean=0.01348007274739596,Stdev=0.02916778357182637."
"0.021275770321397727","0.0","1.0","87.32000000000001","87.32000000000001","0.021275770321397727","0.021275770321397727","score[0.021275770321397727]","0.021275770321397727","90.0","0.010524643780063606","0.0","0.021275770321397727","90.0","1000","-1","1000","Epoch=1000,Best=0.021275770321397727,Worst=0.021275770321397727,Mean=0.021275770321397727,Stdev=0.0.","2796","Best=0.021275770321397727,Worst=0.16970887450143282,Mean=0.0661408929666182,Stdev=0.04567424439535265."
"7.122150770496711E-4","0.0","1.0","86.39999999999999","86.39999999999999","7.122150770496711E-4","7.122150770496711E-4","score[7.122150770496711E-4]","7.122150770496711E-4","84.0","3.7558994290097975E-4","0.0","7.122150770496711E-4","84.0","1000","-1","1000","Epoch=1000,Best=7.122150770496711E-4,Worst=7.122150770496711E-4,Mean=7.122150770496711E-4,Stdev=0.0.","2813","Best=7.122150770496711E-4,Worst=0.2808652513734238,Mean=0.07823582897926053,Stdev=0.0992586425028352."
"6.20321442987722E-4","0.0","1.0","87.28","87.28","6.20321442987722E-4","6.20321442987722E-4","score[6.20321442987722E-4]","6.20321442987722E-4","80.0","2.9386542111375924E-4","0.0","6.20321442987722E-4","80.0","1000","-1","1000","Epoch=1000,Best=6.20321442987722E-4,Worst=6.20321442987722E-4,Mean=6.20321442987722E-4,Stdev=0.0.","2812","Best=6.20321442987722E-4,Worst=0.25874347360362415,Mean=0.056597294463647245,Stdev=0.09374238313848958."
