# Experimental Run Wed Feb 06 23:27:07 ACT 2008
Absolute Cell Error (AbCE),Antigen Average Diversity (AAD),Average BMU Per Antigen (ABMU/Antigen),Average Cell Diversity (ACD),Average Cell Diversity Ratio (ACDR),Average Cell Error (ACE),Best Score,Best Solution,Cell Set Absolute Eucldiean Error (CSAbEE),Cell Set Absolute Hamming Error (CSAbHE),Cell Set Average Component Euclidean Error (CSACEE),Cell Set Average Diversity (CSAD),Cell Set Average Eucldiean Error (CSAEE),Cell Set Average Hamming Error (CSAHE),Epoch Count,EpochLocatedOptimalScore,Evaluation Count,Last Epoch Summary,Run Time Milliseconds,Score Summary
"0.06860271683393027","0.0","1.0","85.16","85.16","0.06860271683393027","0.06860271683393027","score[0.06860271683393027]","0.06860271683393027","94.0","0.03376144023833649","0.0","0.06860271683393027","94.0","1000","-1","1000","Epoch=1000,Best=0.06860271683393027,Worst=0.06860271683393027,Mean=0.06860271683393027,Stdev=0.0.","2828","Best=0.06860271683393027,Worst=0.4540819104549054,Mean=0.08204579489461014,Stdev=0.03508370765727956."
"0.09077781968978385","0.0","1.0","86.4","86.4","0.09077781968978385","0.09077781968978385","score[0.09077781968978385]","0.09077781968978385","86.0","0.036667918160877895","0.0","0.09077781968978385","86.0","1000","-1","1000","Epoch=1000,Best=0.09077781968978385,Worst=0.09077781968978385,Mean=0.09077781968978385,Stdev=0.0.","2828","Best=0.09077781968978385,Worst=0.2242041986141341,Mean=0.09424385879394516,Stdev=0.006749074369075443."
"0.003986522628001696","0.0","1.0","84.44","84.44","0.003986522628001696","0.003986522628001696","score[0.003986522628001696]","0.003986522628001696","92.0","0.0014882731014675826","0.0","0.003986522628001696","92.0","1000","-1","1000","Epoch=1000,Best=0.003986522628001696,Worst=0.003986522628001696,Mean=0.003986522628001696,Stdev=0.0.","2829","Best=0.003986522628001696,Worst=0.2447350272018079,Mean=0.12185552254967646,Stdev=0.05783330413654239."
"0.0412552002926944","0.0","1.0","85.4","85.4","0.0412552002926944","0.0412552002926944","score[0.0412552002926944]","0.0412552002926944","98.0","0.017654642130377405","0.0","0.0412552002926944","98.0","1000","-1","1000","Epoch=1000,Best=0.0412552002926944,Worst=0.0412552002926944,Mean=0.0412552002926944,Stdev=0.0.","2812","Best=0.0412552002926944,Worst=0.3181857809624404,Mean=0.07941507181571973,Stdev=0.03695276966064042."
"0.01484890208767168","0.0","1.0","85.6","85.6","0.01484890208767168","0.01484890208767168","score[0.01484890208767168]","0.01484890208767168","98.0","0.008321187978774125","0.0","0.01484890208767168","98.0","1000","-1","1000","Epoch=1000,Best=0.01484890208767168,Worst=0.01484890208767168,Mean=0.01484890208767168,Stdev=0.0.","2828","Best=0.01484890208767168,Worst=0.30575876867376206,Mean=0.08831359825664653,Stdev=0.05715064602459492."
"0.11192373273630432","0.0","1.0","87.08","87.08","0.11192373273630432","0.11192373273630432","score[0.11192373273630432]","0.11192373273630432","90.0","0.05090705778904384","0.0","0.11192373273630432","90.0","1000","-1","1000","Epoch=1000,Best=0.11192373273630432,Worst=0.11192373273630432,Mean=0.11192373273630432,Stdev=0.0.","2828","Best=0.11192373273630432,Worst=0.36321664785791474,Mean=0.13687761821814162,Stdev=0.025235297108722916."
"0.03867405083325108","0.0","1.0","85.91999999999999","85.91999999999999","0.03867405083325108","0.03867405083325108","score[0.03867405083325108]","0.03867405083325108","100.0","0.014010796402279507","0.0","0.03867405083325108","100.0","1000","-1","1000","Epoch=1000,Best=0.03867405083325108,Worst=0.03867405083325108,Mean=0.03867405083325108,Stdev=0.0.","2828","Best=0.03867405083325108,Worst=0.09852999966235457,Mean=0.06927969743895605,Stdev=0.019064873519997114."
"0.0370985527287082","0.0","1.0","84.07999999999998","84.07999999999998","0.0370985527287082","0.0370985527287082","score[0.0370985527287082]","0.0370985527287082","100.0","0.014562889087739311","0.0","0.0370985527287082","100.0","1000","-1","1000","Epoch=1000,Best=0.0370985527287082,Worst=0.0370985527287082,Mean=0.0370985527287082,Stdev=0.0.","2829","Best=0.0370985527287082,Worst=0.1697088747305489,Mean=0.07416442734339362,Stdev=0.03542747758754451."
"0.04088123420376667","0.0","1.0","86.36","86.36","0.04088123420376667","0.04088123420376667","score[0.04088123420376667]","0.04088123420376667","88.0","0.020300102963001804","0.0","0.04088123420376667","88.0","1000","-1","1000","Epoch=1000,Best=0.04088123420376667,Worst=0.04088123420376667,Mean=0.04088123420376667,Stdev=0.0.","2812","Best=0.04088123420376667,Worst=0.2808652513734238,Mean=0.0936771779204875,Stdev=0.03474298699134763."
"0.016086167949853","0.0","1.0","83.6","83.6","0.016086167949853","0.016086167949853","score[0.016086167949853]","0.016086167949853","98.0","0.008951960791645064","0.0","0.016086167949853","98.0","1000","-1","1000","Epoch=1000,Best=0.016086167949853,Worst=0.016086167949853,Mean=0.016086167949853,Stdev=0.0.","2828","Best=0.016086167949853,Worst=0.29019624240270947,Mean=0.03698653409900427,Stdev=0.04938716472163569."
