# Experimental Run Sun Jan 20 08:06:48 ACT 2008
Average Error Euclidean,Average Error Hamming,Best Score,Best Solution,Diversity Optima,Diversity Solution,Average Tissue Diversity (ATD),Epoch Count,EpochLocatedOptimalScore,Average Tissue Error (ATE),Evaluation Count,Host Diversity (HD),Host Error (HE),Last Epoch Summary,RMSE Euclidean,RMSE Hamming,Run Time Milliseconds,Score Summary
"0.11523309645142002","93.0","0.09354808252303959","score[0.09354808252303959]","86.86","76.98","93.49064","1000","Unsupported","0.1473099226315632","1000","624.58","0.11523309645142002","Epoch=1000,Best=0.11523309645142002,Worst=0.11523309645142002,Mean=0.11523309645142002,Stdev=0.0.","0.4035900891456911","295.0423698386386","88094","Best=0.09354808252303959,Worst=0.2093797155115929,Mean=0.1437993142706752,Stdev=0.02029248066981172."
"0.1133453604935214","93.8","0.09187793425479926","score[0.09187793425479926]","85.58","79.58","93.47464000000001","1000","Unsupported","0.15058549512993052","1000","641.9","0.1133453604935214","Epoch=1000,Best=0.1133453604935214,Worst=0.1133453604935214,Mean=0.1133453604935214,Stdev=0.0.","0.3841444566613326","297.2944668169927","88281","Best=0.09187793425479926,Worst=0.2049131806257293,Mean=0.14216598263454241,Stdev=0.0183495455158599."
"0.1554351515840059","94.9","0.10460350534102485","score[0.10460350534102485]","86.64","84.22","93.60736","1000","Unsupported","0.17698723972661531","1000","637.6","0.1554351515840059","Epoch=1000,Best=0.1554351515840059,Worst=0.1554351515840059,Mean=0.1554351515840059,Stdev=0.0.","0.5298632502547246","300.7174753817942","88375","Best=0.10460350534102485,Worst=0.2463939256117543,Mean=0.16176115844060923,Stdev=0.019151315986510542."
"0.1690177307611738","96.8","0.1019988726248687","score[0.1019988726248687]","85.86","82.14","93.25511999999999","1000","Unsupported","0.16291898948626285","1000","658.7400000000001","0.1690177307611738","Epoch=1000,Best=0.1690177307611738,Worst=0.1690177307611738,Mean=0.1690177307611738,Stdev=0.0.","0.5737954996249525","306.8810844610661","88875","Best=0.1019988726248687,Worst=0.2183575975779121,Mean=0.15785128012586794,Stdev=0.019825237252628487."
"0.1550567551940006","92.6","0.11520424526036274","score[0.11520424526036274]","84.9","81.14000000000001","93.56744","1000","Unsupported","0.16085153139712674","1000","616.7","0.1550567551940006","Epoch=1000,Best=0.1550567551940006,Worst=0.1550567551940006,Mean=0.1550567551940006,Stdev=0.0.","0.5151711984973498","293.2643858363985","88360","Best=0.11520424526036274,Worst=0.21932655248181582,Mean=0.1618520675428136,Stdev=0.016682432682825953."
"0.20797791294597046","98.8","0.12770078257268785","score[0.12770078257268785]","86.5","68.50000000000001","93.54471999999998","1000","Unsupported","0.2288273021181511","1000","629.58","0.20797791294597046","Epoch=1000,Best=0.20797791294597046,Worst=0.20797791294597046,Mean=0.20797791294597046,Stdev=0.0.","0.6840295785662236","313.0622941205153","88671","Best=0.12770078257268785,Worst=0.2633021094905751,Mean=0.20534701594118773,Stdev=0.01832222053881392."
"0.17945667388454448","93.7","0.10379628892423445","score[0.10379628892423445]","85.46","81.64","93.76864","1000","Unsupported","0.16689680799420503","1000","582.92","0.17945667388454448","Epoch=1000,Best=0.17945667388454448,Worst=0.17945667388454448,Mean=0.17945667388454448,Stdev=0.0.","0.5897910164894965","296.6529959397006","87704","Best=0.10379628892423445,Worst=0.23141812832095293,Mean=0.15463090058993142,Stdev=0.020378280257134417."
"0.16589244043846538","90.8","0.13519252379969943","score[0.13519252379969943]","86.7","73.53999999999999","93.37312","1000","Unsupported","0.19080356579114588","1000","679.9200000000001","0.16589244043846538","Epoch=1000,Best=0.16589244043846538,Worst=0.16589244043846538,Mean=0.16589244043846538,Stdev=0.0.","0.5479280869711047","288.2498915871435","87921","Best=0.13519252379969943,Worst=0.25331428283955065,Mean=0.18198506757085112,Stdev=0.01778121864369244."
"0.13892580115663425","91.9","0.11282961191050997","score[0.11282961191050997]","86.64","80.61999999999999","93.40583999999998","1000","Unsupported","0.17093789546650048","1000","667.62","0.13892580115663425","Epoch=1000,Best=0.13892580115663425,Worst=0.13892580115663425,Mean=0.13892580115663425,Stdev=0.0.","0.4608150765536956","290.91407666182124","88079","Best=0.11282961191050997,Worst=0.21875287165437163,Mean=0.15355351406711956,Stdev=0.01708907597059409."
"0.1531934081225546","93.0","0.10884802380660616","score[0.10884802380660616]","85.58","85.41999999999999","93.64448","1000","Unsupported","0.1597869012343465","1000","632.4399999999999","0.1531934081225546","Epoch=1000,Best=0.1531934081225546,Worst=0.1531934081225546,Mean=0.1531934081225546,Stdev=0.0.","0.5427753165238738","294.8525055006316","88421","Best=0.10884802380660616,Worst=0.22760040221657346,Mean=0.15384279326850497,Stdev=0.01700655266040801."
"0.14173170536483387","94.8","0.09248371582966661","score[0.09248371582966661]","86.38","87.1","93.48736","1000","Unsupported","0.1598730065899645","1000","633.88","0.14173170536483387","Epoch=1000,Best=0.14173170536483387,Worst=0.14173170536483387,Mean=0.14173170536483387,Stdev=0.0.","0.5160614145150135","300.9219167824105","87672","Best=0.09248371582966661,Worst=0.22044809938234558,Mean=0.15617800004548268,Stdev=0.02104767665212782."
"0.17463044181023643","93.1","0.11745416420805103","score[0.11745416420805103]","87.58","79.8","93.56736000000001","1000","Unsupported","0.1702056957743798","1000","646.6000000000001","0.17463044181023643","Epoch=1000,Best=0.17463044181023643,Worst=0.17463044181023643,Mean=0.17463044181023643,Stdev=0.0.","0.5800604322686442","295.006779583114","87719","Best=0.11745416420805103,Worst=0.24467427347315715,Mean=0.17230727634271484,Stdev=0.019970349821595818."
