# Experimental Run Sun Jan 20 18:48:05 ACT 2008
Average Error Euclidean,Average Error Hamming,Best Score,Best Solution,Diversity Optima,Diversity Solution,Average Tissue Diversity (ATD),Epoch Count,EpochLocatedOptimalScore,Average Tissue Error (ATE),Evaluation Count,Host Diversity (HD),Host Error (HE),Last Epoch Summary,RMSE Euclidean,RMSE Hamming,Run Time Milliseconds,Score Summary
"0.05288035233271068","88.2","0.03417739142422231","score[0.03417739142422231]","86.86","81.06","80.72391999999999","1000","Unsupported","0.06473176598498352","1000","562.6200000000001","0.05288035233271068","Epoch=1000,Best=0.05288035233271068,Worst=0.05288035233271068,Mean=0.05288035233271068,Stdev=0.0.","0.2549002201938453","280.82022719170357","225437","Best=0.03417739142422231,Worst=0.1045794823846842,Mean=0.07128283094647854,Stdev=0.015254049193169358."
"0.05972009397126471","88.8","0.03793682432322484","score[0.03793682432322484]","85.58","80.3","79.35792","1000","Unsupported","0.07544500744628302","1000","613.64","0.05972009397126471","Epoch=1000,Best=0.05972009397126471,Worst=0.05972009397126471,Mean=0.05972009397126471,Stdev=0.0.","0.23191016787390684","282.1063629200873","224781","Best=0.03793682432322484,Worst=0.09075994469866706,Mean=0.05965011090701161,Stdev=0.01014598911740238."
"0.05953597402022555","88.8","0.05264334785496986","score[0.05264334785496986]","86.64","71.2","74.03263999999999","1000","Unsupported","0.0877601802067092","1000","668.8000000000001","0.05953597402022555","Epoch=1000,Best=0.05953597402022555,Worst=0.05953597402022555,Mean=0.05953597402022555,Stdev=0.0.","0.2254950164414326","281.5670435260491","224078","Best=0.05264334785496986,Worst=0.10113197520979575,Mean=0.07719610097700617,Stdev=0.008414656699490309."
"0.07485749802450889","93.6","0.03485967182829304","score[0.03485967182829304]","85.86","80.58","79.78256","1000","Unsupported","0.10237167973998518","1000","583.1600000000001","0.07485749802450889","Epoch=1000,Best=0.07485749802450889,Worst=0.07485749802450889,Mean=0.07485749802450889,Stdev=0.0.","0.28826672057578134","297.334828097887","224922","Best=0.03485967182829304,Worst=0.10188741889162763,Mean=0.06774897841133291,Stdev=0.015267033677753906."
"0.05997869900174728","93.0","0.04587249458076182","score[0.04587249458076182]","84.9","78.58","78.86128","1000","Unsupported","0.07982493936773223","1000","540.52","0.05997869900174728","Epoch=1000,Best=0.05997869900174728,Worst=0.05997869900174728,Mean=0.05997869900174728,Stdev=0.0.","0.25204476964643924","294.3942934229534","224813","Best=0.04587249458076182,Worst=0.12066302107262816,Mean=0.07849768154596498,Stdev=0.018793043064190246."
"0.053766344047242176","87.0","0.02749987607703653","score[0.02749987607703653]","86.5","79.66","81.30304000000001","1000","Unsupported","0.07160318304361427","1000","515.4399999999999","0.053766344047242176","Epoch=1000,Best=0.053766344047242176,Worst=0.053766344047242176,Mean=0.053766344047242176,Stdev=0.0.","0.26871608771783007","276.55740814521675","224875","Best=0.02749987607703653,Worst=0.12313741798191362,Mean=0.06300949163301454,Stdev=0.014893869028567156."
"0.05347258873275521","90.6","0.034681033329145086","score[0.034681033329145086]","85.46","75.94","78.16352","1000","Unsupported","0.0781967118839638","1000","618.64","0.05347258873275521","Epoch=1000,Best=0.05347258873275521,Worst=0.05347258873275521,Mean=0.05347258873275521,Stdev=0.0.","0.22189156511063948","288.07637876091127","224984","Best=0.034681033329145086,Worst=0.09690822988109848,Mean=0.06425616628815976,Stdev=0.010876698207016795."
"0.048491283716339977","91.4","0.029906253961573443","score[0.029906253961573443]","86.7","78.26","81.98607999999999","1000","Unsupported","0.08215788595072583","1000","614.6","0.048491283716339977","Epoch=1000,Best=0.048491283716339977,Worst=0.048491283716339977,Mean=0.048491283716339977,Stdev=0.0.","0.2263568608199188","289.28186946298587","224781","Best=0.029906253961573443,Worst=0.11493450859014698,Mean=0.06721852068858272,Stdev=0.0158645403608806."
"0.07806623761049172","91.6","0.047238674614938594","score[0.047238674614938594]","86.64","76.36","72.26287999999998","1000","Unsupported","0.09521335139361672","1000","669.9999999999999","0.07806623761049172","Epoch=1000,Best=0.07806623761049172,Worst=0.07806623761049172,Mean=0.07806623761049172,Stdev=0.0.","0.3421917552552616","290.1447914404117","223938","Best=0.047238674614938594,Worst=0.11123730682122757,Mean=0.07585954479839142,Stdev=0.01273906849833061."
"0.010675899593012303","85.9","0.008841258740464087","score[0.008841258740464087]","85.58","84.4","84.1816","1000","Unsupported","0.01883019779093949","1000","596.4","0.010675899593012303","Epoch=1000,Best=0.010675899593012303,Worst=0.010675899593012303,Mean=0.010675899593012303,Stdev=0.0.","0.0637627476576917","272.90474528670256","225250","Best=0.008841258740464087,Worst=0.1011436402959256,Mean=0.0327021250467681,Stdev=0.023240841733381125."
