# Experimental Run Fri Jan 25 02:48:06 CST 2008
Average Error Euclidean,Average Error Hamming,Average Host Diversity (AHD),Average Host Error (AHE),Best Score,Best Solution,Diversity Optima,Diversity Solution,Epoch Count,EpochLocatedOptimalScore,Evaluation Count,Last Epoch Summary,Population Diversity (PD),Population Error (PE),RMSE Euclidean,RMSE Hamming,Run Time Milliseconds,Score Summary
"0.1252648292748629","93.2","92.01055999999998","0.16463666060096244","0.07545275128841114","score[0.07545275128841114]","86.86","69.38000000000001","999","Unsupported","999","Epoch=999,Best=0.1252648292748629,Worst=0.1252648292748629,Mean=0.1252648292748629,Stdev=0.0.","913.1600000000001","0.1252648292748629","0.4264405006164274","295.72960622839236","98485","Best=0.07545275128841114,Worst=0.16993359017046603,Mean=0.12080736425083743,Stdev=0.02054825209023076."
"0.12293617939242114","92.0","92.85224","0.15475531094516348","0.08413600881604243","score[0.08413600881604243]","85.58","77.58","999","Unsupported","999","Epoch=999,Best=0.12293617939242114,Worst=0.12293617939242114,Mean=0.12293617939242114,Stdev=0.0.","836.2599999999999","0.12293617939242114","0.44940171550328234","291.97260145431454","98703","Best=0.08413600881604243,Worst=0.16707466142844232,Mean=0.12019593468935884,Stdev=0.016215335687753126."
"0.12500598492901802","94.0","91.48895999999999","0.17061656152990493","0.08950821938168727","score[0.08950821938168727]","86.64","65.44","999","Unsupported","999","Epoch=999,Best=0.12500598492901802,Worst=0.12500598492901802,Mean=0.12500598492901802,Stdev=0.0.","951.7199999999999","0.12500598492901802","0.42821683229071733","297.92616534973894","98547","Best=0.08950821938168727,Worst=0.1927413758555793,Mean=0.1348048548031727,Stdev=0.02284549533814881."
"0.11751451921504334","96.8","92.37664000000001","0.1486545749017426","0.07889181536527842","score[0.07889181536527842]","85.86","73.66","999","Unsupported","999","Epoch=999,Best=0.11751451921504334,Worst=0.11751451921504334,Mean=0.11751451921504334,Stdev=0.0.","876.8399999999999","0.11751451921504334","0.41070864106746363","306.4375956047169","98562","Best=0.07889181536527842,Worst=0.1946472499901522,Mean=0.13066681857542597,Stdev=0.023683257883815523."
"0.12347759827062854","95.2","91.75031999999999","0.16552211277173018","0.09707086303830241","score[0.09707086303830241]","84.9","72.14","999","Unsupported","999","Epoch=999,Best=0.12347759827062854,Worst=0.12347759827062854,Mean=0.12347759827062854,Stdev=0.0.","943.5799999999999","0.12347759827062854","0.4701697706028791","301.6222803441417","98500","Best=0.09707086303830241,Worst=0.19986660724636082,Mean=0.14612011777958717,Stdev=0.020675581632085095."
"0.14679673914320307","94.2","92.39768000000001","0.157763621130971","0.08880847489446356","score[0.08880847489446356]","86.5","75.06000000000002","999","Unsupported","999","Epoch=999,Best=0.14679673914320307,Worst=0.14679673914320307,Mean=0.14679673914320307,Stdev=0.0.","892.8199999999999","0.14679673914320307","0.534553645315066","298.36219599674484","98407","Best=0.08880847489446356,Worst=0.19228775618760344,Mean=0.13075930123593668,Stdev=0.020838948631444768."
"0.11329452751198314","90.3","92.14431999999998","0.15345410991854438","0.0880535521096362","score[0.0880535521096362]","85.46","70.24","999","Unsupported","999","Epoch=999,Best=0.11329452751198314,Worst=0.11329452751198314,Mean=0.11329452751198314,Stdev=0.0.","899.7599999999999","0.11329452751198314","0.4264541078066569","286.19748426567276","98468","Best=0.0880535521096362,Worst=0.21585564912093877,Mean=0.13724841338287805,Stdev=0.024223861582614456."
"0.12042718168825643","90.2","92.26856000000001","0.16590185038428595","0.09301217290465072","score[0.09301217290465072]","86.7","72.34","999","Unsupported","999","Epoch=999,Best=0.12042718168825643,Worst=0.12042718168825643,Mean=0.12042718168825643,Stdev=0.0.","883.74","0.12042718168825643","0.42423666282089406","286.53097563788805","98469","Best=0.09301217290465072,Worst=0.19918726969235914,Mean=0.13698162983353357,Stdev=0.019774389797302967."
"0.07324046403404798","92.0","92.45456","0.14219055446979972","0.06455395754582953","score[0.06455395754582953]","86.64","73.19999999999999","999","Unsupported","999","Epoch=999,Best=0.07324046403404798,Worst=0.07324046403404798,Mean=0.07324046403404798,Stdev=0.0.","878.76","0.07324046403404798","0.2813484560311464","291.876686290632","98422","Best=0.06455395754582953,Worst=0.17306449757668382,Mean=0.11678415550844619,Stdev=0.01769019946832441."
"0.11472865504251029","88.8","92.89063999999999","0.16118640913916243","0.08099108352619541","score[0.08099108352619541]","85.58","70.14000000000001","999","Unsupported","999","Epoch=999,Best=0.11472865504251029,Worst=0.11472865504251029,Mean=0.11472865504251029,Stdev=0.0.","826.0199999999999","0.11472865504251029","0.38002390079333115","281.31121556027585","98531","Best=0.08099108352619541,Worst=0.2096307589165245,Mean=0.12809584450514613,Stdev=0.025059902356959318."
"0.09808088539771104","93.6","92.39039999999999","0.1460168872400805","0.08365643585805262","score[0.08365643585805262]","86.38","68.34","999","Unsupported","999","Epoch=999,Best=0.09808088539771104,Worst=0.09808088539771104,Mean=0.09808088539771104,Stdev=0.0.","871.68","0.09808088539771104","0.37845611137143653","296.44561052577586","98422","Best=0.08365643585805262,Worst=0.22081055120356852,Mean=0.13246525877053128,Stdev=0.02420094930815687."
"0.12938328971299143","92.2","91.66767999999999","0.16500626286030187","0.07512199178572741","score[0.07512199178572741]","87.58","65.82000000000001","999","Unsupported","999","Epoch=999,Best=0.12938328971299143,Worst=0.12938328971299143,Mean=0.12938328971299143,Stdev=0.0.","930.8400000000001","0.12938328971299143","0.5008120324623566","292.03424456731096","98344","Best=0.07512199178572741,Worst=0.2136201858135076,Mean=0.14540401599165165,Stdev=0.029281219984956423."
