# Experimental Run Mon Feb 11 23:52:32 ACT 2008
Absolute Cell Error (AbCE),Antigen Average Diversity (AAD),Average BMU Per Antigen (ABMU/Antigen),Average Cell Diversity (ACD),Average Cell Diversity Ratio (ACDR),Average Cell Error (ACE),Average Cell Mapped Diversity (ACMD),Average Mapped BMU Euclidean Error (AMBMUEE),Average Mapped BMU Hamming Error (AMBMUHE),Average Network Cell Diversity (ANCD),Best Score,Best Solution,Cell Set Absolute Eucldiean Error (CSAbEE),Cell Set Absolute Hamming Error (CSAbHE),Cell Set Average Component Euclidean Error (CSACEE),Cell Set Average Diversity (CSAD),Cell Set Average Eucldiean Error (CSAEE),Cell Set Average Hamming Error (CSAHE),Epoch Count,EpochLocatedOptimalScore,Evaluation Count,Last Epoch Summary,Run Time Milliseconds,Score Summary
"NaN","86.85999999999999","NaN","91.83059999999999","91.83059999999999","NaN","92.3946","0.17221031995832034","97.4","184.22519999999994","0.01976980176287931","score[0.01976980176287931]","0.36832301650394556","906.0","NaN","85.17999999999998","0.036832301650394556","90.6","1000","-1","1000","Epoch=1000,Best=0.036832301650394556,Worst=0.036832301650394556,Mean=0.036832301650394556,Stdev=0.0.","206360","Best=0.01976980176287931,Worst=0.14352786128689526,Mean=0.05570647165942656,Stdev=0.027064124296230608."
"NaN","85.58","NaN","91.50299999999999","91.50299999999999","NaN","91.71200000000003","0.19412161100597464","93.2","183.2149999999999","0.012367722565734911","score[0.012367722565734911]","0.2501912501242315","858.0","NaN","87.54000000000002","0.02501912501242315","85.8","1000","-1","1000","Epoch=1000,Best=0.02501912501242315,Worst=0.02501912501242315,Mean=0.02501912501242315,Stdev=0.0.","206859","Best=0.012367722565734911,Worst=0.10905485941161659,Mean=0.04480353460199902,Stdev=0.019864536282277318."
"NaN","86.64","NaN","92.31279999999998","92.31279999999998","NaN","92.60499999999998","0.16084901175685856","93.3","184.91779999999994","0.03708785474146558","score[0.03708785474146558]","0.5038190231211362","880.0","NaN","85.68","0.050381902312113626","88.0","1000","-1","1000","Epoch=1000,Best=0.050381902312113626,Worst=0.050381902312113626,Mean=0.050381902312113626,Stdev=0.0.","211328","Best=0.03708785474146558,Worst=0.1531143913062924,Mean=0.07293986247513229,Stdev=0.03034591561877518."
"NaN","85.86","NaN","92.33080000000001","92.33080000000001","NaN","91.57520000000004","0.17628563449010962","92.0","183.90599999999995","0.03203277689675557","score[0.03203277689675557]","0.4214104399509957","908.0","NaN","88.22","0.04214104399509957","90.8","1000","-1","1000","Epoch=1000,Best=0.04214104399509957,Worst=0.04214104399509957,Mean=0.04214104399509957,Stdev=0.0.","205750","Best=0.03203277689675557,Worst=0.12729309762530058,Mean=0.060049213873676205,Stdev=0.02013324832450895."
"NaN","84.9","NaN","91.95340000000002","91.95340000000002","NaN","92.57300000000004","0.17343924401195515","95.3","184.52640000000002","0.027990464730495317","score[0.027990464730495317]","0.2799046473049532","874.0","NaN","84.66","0.027990464730495317","87.4","1000","-1","1000","Epoch=1000,Best=0.027990464730495317,Worst=0.027990464730495317,Mean=0.027990464730495317,Stdev=0.0.","206032","Best=0.027990464730495317,Worst=0.13877494104887755,Mean=0.05339449746049435,Stdev=0.02479705690062059."
"NaN","86.5","NaN","92.7184","92.7184","NaN","91.73579999999994","0.13407514405951276","91.8","184.45420000000004","0.04565232490746465","score[0.04565232490746465]","0.5277446309230664","910.0","NaN","88.41999999999999","0.05277446309230664","91.0","1000","-1","1000","Epoch=1000,Best=0.05277446309230664,Worst=0.05277446309230664,Mean=0.05277446309230664,Stdev=0.0.","206110","Best=0.04565232490746465,Worst=0.16225666368586456,Mean=0.07588551284828558,Stdev=0.021352450379666713."
"NaN","85.46000000000001","NaN","91.4114","91.4114","NaN","92.3196","0.21030239068338208","96.5","183.73100000000002","0.022454154855405896","score[0.022454154855405896]","0.22454154855405897","877.0","NaN","83.56","0.022454154855405896","87.7","1000","-1","1000","Epoch=1000,Best=0.022454154855405896,Worst=0.022454154855405896,Mean=0.022454154855405896,Stdev=0.0.","206109","Best=0.022454154855405896,Worst=0.1213028878413915,Mean=0.04471606770768052,Stdev=0.02090731481871001."
"NaN","86.7","NaN","92.4766","92.4766","NaN","92.41799999999999","0.17524279313182564","92.9","184.89460000000003","0.02915319350460497","score[0.02915319350460497]","0.4276291066650343","900.0","NaN","85.66","0.04276291066650343","90.0","1000","-1","1000","Epoch=1000,Best=0.04276291066650343,Worst=0.04276291066650343,Mean=0.04276291066650343,Stdev=0.0.","206281","Best=0.02915319350460497,Worst=0.17297526437674382,Mean=0.059918411671880334,Stdev=0.029349335988685846."
"NaN","86.64000000000001","NaN","91.67360000000001","91.67360000000001","NaN","92.06960000000001","0.1796170224745887","96.8","183.7432","0.017335046932404872","score[0.017335046932404872]","0.17636488298868902","852.0","NaN","87.03999999999999","0.0176364882988689","85.2","1000","-1","1000","Epoch=1000,Best=0.0176364882988689,Worst=0.0176364882988689,Mean=0.0176364882988689,Stdev=0.0.","206813","Best=0.017335046932404872,Worst=0.11704383348325423,Mean=0.054798285750579837,Stdev=0.019493977526095833."
"NaN","85.58","NaN","92.12460000000002","92.12460000000002","NaN","92.5106","0.13777947932645343","94.1","184.63520000000008","0.017313479789917336","score[0.017313479789917336]","0.17313479789917335","836.0","NaN","86.42000000000002","0.017313479789917336","83.6","1000","-1","1000","Epoch=1000,Best=0.017313479789917336,Worst=0.017313479789917336,Mean=0.017313479789917336,Stdev=0.0.","206875","Best=0.017313479789917336,Worst=0.13339600936954496,Mean=0.04795200386008037,Stdev=0.020376572825811543."
"NaN","86.38000000000002","NaN","92.00660000000003","92.00660000000003","NaN","92.54799999999999","0.17444535148703902","96.2","184.55459999999997","0.017147447814255895","score[0.017147447814255895]","0.38192210022473194","876.0","NaN","87.26","0.038192210022473194","87.6","1000","-1","1000","Epoch=1000,Best=0.038192210022473194,Worst=0.038192210022473194,Mean=0.038192210022473194,Stdev=0.0.","206437","Best=0.017147447814255895,Worst=0.13494136860356507,Mean=0.05484826006005189,Stdev=0.024123621184228207."
"NaN","87.57999999999998","NaN","91.88140000000001","91.88140000000001","NaN","92.46120000000005","0.12237828063446585","93.2","184.34259999999998","0.019458982804031508","score[0.019458982804031508]","0.4422156405383622","888.0","NaN","85.9","0.04422156405383622","88.8","1000","-1","1000","Epoch=1000,Best=0.04422156405383622,Worst=0.04422156405383622,Mean=0.04422156405383622,Stdev=0.0.","206110","Best=0.019458982804031508,Worst=0.12124398830600432,Mean=0.047839730304085046,Stdev=0.022071995286081256."
"NaN","86.28","NaN","91.66900000000001","91.66900000000001","NaN","92.00839999999998","0.13886634770109427","93.3","183.6774","0.020502225663246817","score[0.020502225663246817]","0.3849014852517336","900.0","NaN","86.16","0.038490148525173365","90.0","1000","-1","1000","Epoch=1000,Best=0.038490148525173365,Worst=0.038490148525173365,Mean=0.038490148525173365,Stdev=0.0.","206454","Best=0.020502225663246817,Worst=0.11442789392127999,Mean=0.04950343278641546,Stdev=0.02031075700296751."
"NaN","86.11999999999998","NaN","91.272","91.272","NaN","91.16059999999999","0.17084971310871913","93.8","182.4326000000001","0.011893507858032639","score[0.011893507858032639]","0.16534806960915127","860.0","NaN","87.19999999999999","0.016534806960915128","86.0","1000","-1","1000","Epoch=1000,Best=0.016534806960915128,Worst=0.016534806960915128,Mean=0.016534806960915128,Stdev=0.0.","206531","Best=0.011893507858032639,Worst=0.12450346350247296,Mean=0.04545481421902266,Stdev=0.02330768058727237."
"NaN","85.46000000000001","NaN","91.74359999999999","91.74359999999999","NaN","91.74419999999998","0.20074912717656765","97.0","183.4878","0.014894053387459378","score[0.014894053387459378]","0.17255755345423618","830.0","NaN","85.17999999999999","0.017255755345423618","83.0","1000","-1","1000","Epoch=1000,Best=0.017255755345423618,Worst=0.017255755345423618,Mean=0.017255755345423618,Stdev=0.0.","207047","Best=0.014894053387459378,Worst=0.12589752455201447,Mean=0.0469214720324216,Stdev=0.029560997140985763."
"NaN","87.06000000000002","NaN","91.78119999999997","91.78119999999997","NaN","92.15420000000006","0.17415195615815418","94.2","183.93540000000002","0.010994582890213798","score[0.010994582890213798]","0.10994582890213797","832.0","NaN","87.58000000000001","0.010994582890213798","83.2","1000","-1","1000","Epoch=1000,Best=0.010994582890213798,Worst=0.010994582890213798,Mean=0.010994582890213798,Stdev=0.0.","206828","Best=0.010994582890213798,Worst=0.12106856268212207,Mean=0.03958413244303622,Stdev=0.02642125758677679."
"NaN","84.74","NaN","91.97679999999997","91.97679999999997","NaN","92.34459999999997","0.17552770256617808","99.3","184.32140000000004","0.015019914425451007","score[0.015019914425451007]","0.17525095787780684","884.0","NaN","83.62","0.017525095787780685","88.4","1000","-1","1000","Epoch=1000,Best=0.017525095787780685,Worst=0.017525095787780685,Mean=0.017525095787780685,Stdev=0.0.","206157","Best=0.015019914425451007,Worst=0.12972762147363476,Mean=0.04587222626689756,Stdev=0.026016931459781997."
"NaN","87.12000000000002","NaN","92.10700000000001","92.10700000000001","NaN","92.33859999999999","0.24128081596154463","94.1","184.4456","0.016349922085060538","score[0.016349922085060538]","0.1634992208506054","834.0","NaN","86.32000000000001","0.016349922085060538","83.4","1000","-1","1000","Epoch=1000,Best=0.016349922085060538,Worst=0.016349922085060538,Mean=0.016349922085060538,Stdev=0.0.","206187","Best=0.016349922085060538,Worst=0.14759464277274909,Mean=0.06397402898419828,Stdev=0.040471404295629156."
"NaN","85.9","NaN","91.79299999999998","91.79299999999998","NaN","92.02360000000003","0.17560605179652405","94.8","183.8166","0.022324875658197445","score[0.022324875658197445]","0.4657376464629247","880.0","NaN","87.30000000000001","0.04657376464629247","88.0","1000","-1","1000","Epoch=1000,Best=0.04657376464629247,Worst=0.04657376464629247,Mean=0.04657376464629247,Stdev=0.0.","206031","Best=0.022324875658197445,Worst=0.12787718093214048,Mean=0.05571994088689205,Stdev=0.021903776913486814."
"NaN","87.4","NaN","91.9324","91.9324","NaN","91.54779999999997","0.20160333207428477","93.5","183.4802","0.018212284509550623","score[0.018212284509550623]","0.18212284509550622","872.0","NaN","86.6","0.018212284509550623","87.2","1000","-1","1000","Epoch=1000,Best=0.018212284509550623,Worst=0.018212284509550623,Mean=0.018212284509550623,Stdev=0.0.","207156","Best=0.018212284509550623,Worst=0.12629085215940575,Mean=0.05490292145476924,Stdev=0.02849500030739087."
"NaN","83.9","NaN","92.01859999999996","92.01859999999996","NaN","92.38880000000005","0.141860929302842","98.1","184.4073999999999","0.027329165034236","score[0.027329165034236]","0.2871947547324141","916.0","NaN","83.58","0.028719475473241413","91.6","1000","-1","1000","Epoch=1000,Best=0.028719475473241413,Worst=0.028719475473241413,Mean=0.028719475473241413,Stdev=0.0.","206531","Best=0.027329165034236,Worst=0.10991213472189809,Mean=0.053216570549039235,Stdev=0.02306767477591917."
