# Experimental Run Sun Feb 10 19:48:22 ACT 2008
Absolute Cell Error (AbCE),Antigen Average Diversity (AAD),Average BMU Per Antigen (ABMU/Antigen),Average Cell Diversity (ACD),Average Cell Diversity Ratio (ACDR),Average Cell Error (ACE),Average Cell Neighbourhood Diversity (ACND),Average SubCell Neighbourhood Diversity (ASCND),Best Score,Best Solution,Cell Set Absolute Eucldiean Error (CSAbEE),Cell Set Absolute Hamming Error (CSAbHE),Cell Set Average Component Euclidean Error (CSACEE),Cell Set Average Diversity (CSAD),Cell Set Average Eucldiean Error (CSAEE),Cell Set Average Hamming Error (CSAHE),Epoch Count,EpochLocatedOptimalScore,Evaluation Count,Last Epoch Summary,Run Time Milliseconds,Score Summary
"0.010009748839366341","86.85999999999999","3.4","86.14739999999998","86.14739999999998","0.0010009748839366341","64.22419753086419","NaN","0.0010009748839366341","score[0.0010009748839366341]","0.010009748839366341","786.0","NaN","85.54","0.0010009748839366341","78.6","1000","-1","1000","Epoch=1000,Best=0.0010009748839366341,Worst=0.0010009748839366341,Mean=0.0010009748839366341,Stdev=0.0.","89328","Best=0.0010009748839366341,Worst=0.10732270076118781,Mean=0.0183990908335617,Stdev=0.02309141032083637."
"0.015931127633571317","85.58","3.2","87.68579999999996","87.68579999999996","0.0015931127633571317","64.60296296296296","NaN","0.0015931127633571317","score[0.0015931127633571317]","0.015931127633571317","778.0","NaN","86.41999999999999","0.0015931127633571317","77.8","1000","-1","1000","Epoch=1000,Best=0.0015931127633571317,Worst=0.0015931127633571317,Mean=0.0015931127633571317,Stdev=0.0.","89265","Best=0.0015931127633571317,Worst=0.10846417179917409,Mean=0.023322000584957665,Stdev=0.02211447755704575."
"0.009727377319729766","86.64","2.7","88.77500000000005","88.77500000000005","9.727377319729766E-4","64.58913580246913","NaN","9.727377319729766E-4","score[9.727377319729766E-4]","0.009727377319729766","788.0","NaN","87.28","9.727377319729766E-4","78.8","1000","-1","1000","Epoch=1000,Best=9.727377319729766E-4,Worst=9.727377319729766E-4,Mean=9.727377319729766E-4,Stdev=0.0.","89453","Best=9.727377319729766E-4,Worst=0.17752929945146106,Mean=0.023474241158113324,Stdev=0.03241895703745044."
"0.02314801082722092","85.86","4.1","88.727","88.727","0.002314801082722092","65.41382716049382","NaN","0.002314801082722092","score[0.002314801082722092]","0.02314801082722092","780.0","NaN","86.1","0.002314801082722092","78.0","1000","-1","1000","Epoch=1000,Best=0.002314801082722092,Worst=0.002314801082722092,Mean=0.002314801082722092,Stdev=0.0.","89516","Best=0.002314801082722092,Worst=0.1290296046302457,Mean=0.022360869465151374,Stdev=0.026958541245784694."
"0.004213402143219745","84.9","3.2","87.18860000000001","87.18860000000001","4.213402143219745E-4","62.67308641975308","NaN","4.213402143219745E-4","score[4.213402143219745E-4]","0.004213402143219745","774.0","NaN","85.22000000000001","4.213402143219745E-4","77.4","1000","-1","1000","Epoch=1000,Best=4.213402143219745E-4,Worst=4.213402143219745E-4,Mean=4.213402143219745E-4,Stdev=0.0.","96344","Best=4.213402143219745E-4,Worst=0.14453885189631369,Mean=0.020636400145453114,Stdev=0.02941309846546957."
"0.005028067762667936","86.5","3.4","88.19539999999998","88.19539999999998","5.028067762667936E-4","63.84740740740742","NaN","5.028067762667936E-4","score[5.028067762667936E-4]","0.005028067762667936","788.0","NaN","86.66","5.028067762667936E-4","78.8","1000","-1","1000","Epoch=1000,Best=5.028067762667936E-4,Worst=5.028067762667936E-4,Mean=5.028067762667936E-4,Stdev=0.0.","102469","Best=5.028067762667936E-4,Worst=0.1365805159486521,Mean=0.024477762327536918,Stdev=0.02681559808177934."
"0.013251773013764248","85.46000000000001","3.2","86.42139999999998","86.42139999999998","0.0013251773013764248","63.08790123456792","NaN","0.001261653070952105","score[0.001261653070952105]","0.013251773013764248","782.0","NaN","85.9","0.0013251773013764248","78.2","1000","-1","1000","Epoch=1000,Best=0.0013251773013764248,Worst=0.0013251773013764248,Mean=0.0013251773013764248,Stdev=0.0.","102078","Best=0.001261653070952105,Worst=0.11591233676642447,Mean=0.0220580514214317,Stdev=0.02840627978867524."
"0.024924399407410903","86.7","3.2","87.14439999999996","87.14439999999996","0.0024924399407410904","65.58864197530863","NaN","0.0024924399407410904","score[0.0024924399407410904]","0.024924399407410903","804.0","NaN","85.06","0.0024924399407410904","80.4","1000","-1","1000","Epoch=1000,Best=0.0024924399407410904,Worst=0.0024924399407410904,Mean=0.0024924399407410904,Stdev=0.0.","101782","Best=0.0024924399407410904,Worst=0.16143325114067658,Mean=0.030555425134270293,Stdev=0.029509536765347164."
"0.025990156475795747","86.64000000000001","3.6","88.22180000000006","88.22180000000006","0.0025990156475795747","67.44345679012345","NaN","0.0025990156475795747","score[0.0025990156475795747]","0.025990156475795747","770.0","NaN","87.16","0.0025990156475795747","77.0","1000","-1","1000","Epoch=1000,Best=0.0025990156475795747,Worst=0.0025990156475795747,Mean=0.0025990156475795747,Stdev=0.0.","101671","Best=0.0025990156475795747,Worst=0.13708190866677014,Mean=0.022388070703365306,Stdev=0.02617692929361807."
"0.003934008779987992","85.58","3.2","86.22480000000003","86.22480000000003","3.934008779987992E-4","65.04197530864194","NaN","3.9008552377424606E-4","score[3.9008552377424606E-4]","0.003934008779987992","756.0","NaN","83.98","3.934008779987992E-4","75.6","1000","-1","1000","Epoch=1000,Best=3.934008779987992E-4,Worst=3.934008779987992E-4,Mean=3.934008779987992E-4,Stdev=0.0.","101578","Best=3.9008552377424606E-4,Worst=0.12956390094871412,Mean=0.02063385732489764,Stdev=0.024982224743245657."
