# Experimental Run Mon Jan 21 16:43:54 CST 2008
Average Error Euclidean,Average Error Hamming,Best Score,Best Solution,Diversity Optima,Diversity Solution,Average Tissue Diversity (ATD),Epoch Count,EpochLocatedOptimalScore,Average Tissue Error (ATE),Evaluation Count,Host Diversity (HD),Host Error (HE),Last Epoch Summary,RMSE Euclidean,RMSE Hamming,Run Time Milliseconds,Score Summary
"0.08465529070195034","93.6","0.06839387657641417","score[0.06839387657641417]","86.86","75.82000000000001","74.77150244182705","1000","Unsupported","0.11523030991570234","1000","761.28","0.08465529070195034","Epoch=1000,Best=0.08465529070195034,Worst=0.08465529070195034,Mean=0.08465529070195034,Stdev=0.0.","0.3356869699266114","297.03871801500895","109531","Best=0.06839387657641417,Worst=0.15564343511225068,Mean=0.10237711600891149,Stdev=0.01459911639488433."
"0.08388037060935617","91.0","0.06252229336758794","score[0.06252229336758794]","85.58","83.42000000000002","82.48388394139616","1000","Unsupported","0.10588161743839566","1000","931.5199999999999","0.08388037060935617","Epoch=1000,Best=0.08388037060935617,Worst=0.08388037060935617,Mean=0.08388037060935617,Stdev=0.0.","0.33076297939109917","288.5203632328228","110187","Best=0.06252229336758794,Worst=0.16434041333336724,Mean=0.09704643555715035,Stdev=0.01580688819650255."
"0.13467210796767862","96.4","0.09086078676105076","score[0.09086078676105076]","86.64","72.52000000000001","74.6352197644355","1000","Unsupported","0.16388354143561176","1000","695.3","0.13467210796767862","Epoch=1000,Best=0.13467210796767862,Worst=0.13467210796767862,Mean=0.13467210796767862,Stdev=0.0.","0.5277138084816273","305.36535494387704","109657","Best=0.09086078676105076,Worst=0.19077430921110872,Mean=0.13251340594793956,Stdev=0.018237894830753783."
"0.09200730268797994","90.1","0.077767282796281","score[0.077767282796281]","85.86","80.36","81.31973570812984","1000","Unsupported","0.12802965438744351","1000","819.4800000000001","0.09200730268797994","Epoch=1000,Best=0.09200730268797994,Worst=0.09200730268797994,Mean=0.09200730268797994,Stdev=0.0.","0.3340194030113746","285.2735529277118","110421","Best=0.077767282796281,Worst=0.1718919097756582,Mean=0.11402634551328211,Stdev=0.01567148801097824."
"0.15748534051393082","91.1","0.09684767328302715","score[0.09684767328302715]","84.9","84.16","84.26727951738006","1000","Unsupported","0.17060051255099815","1000","914.9800000000001","0.15748534051393082","Epoch=1000,Best=0.15748534051393082,Worst=0.15748534051393082,Mean=0.15748534051393082,Stdev=0.0.","0.5893683489494816","289.22828354087363","111094","Best=0.09684767328302715,Worst=0.19874959550042068,Mean=0.14132122558142104,Stdev=0.01810591466354177."
"0.16111016725717256","94.4","0.09394593726133363","score[0.09394593726133363]","86.5","75.02000000000001","75.96667624245906","1000","Unsupported","0.1508500951231294","1000","679.92","0.16111016725717256","Epoch=1000,Best=0.16111016725717256,Worst=0.16111016725717256,Mean=0.16111016725717256,Stdev=0.0.","0.6018423708842637","299.52963125540685","110062","Best=0.09394593726133363,Worst=0.19722316593784162,Mean=0.13804712260470015,Stdev=0.014628886905584887."
"0.08817407811846568","94.0","0.06615662126005686","score[0.06615662126005686]","85.46","80.18","87.31215168055155","1000","Unsupported","0.124323518839033","1000","811.0","0.08817407811846568","Epoch=1000,Best=0.08817407811846568,Worst=0.08817407811846568,Mean=0.08817407811846568,Stdev=0.0.","0.3495538579866927","297.85902705810344","111860","Best=0.06615662126005686,Worst=0.17630022222172115,Mean=0.1094207342431515,Stdev=0.016153660537049194."
"0.1192465292295973","92.2","0.0950890826931597","score[0.0950890826931597]","86.7","81.29999999999998","83.10795748348177","1000","Unsupported","0.13328556836836708","1000","878.6","0.1192465292295973","Epoch=1000,Best=0.1192465292295973,Worst=0.1192465292295973,Mean=0.1192465292295973,Stdev=0.0.","0.438543928756636","291.8835384190071","110562","Best=0.0950890826931597,Worst=0.1671938549981808,Mean=0.1262556078846594,Stdev=0.014495735413120344."
"0.11629114481773113","94.6","0.07864449882343452","score[0.07864449882343452]","86.64","77.40000000000002","80.23740304510196","1000","Unsupported","0.13615115606468858","1000","860.26","0.11629114481773113","Epoch=1000,Best=0.11629114481773113,Worst=0.11629114481773113,Mean=0.11629114481773113,Stdev=0.0.","0.4482509285527661","299.9933332592576","110703","Best=0.07864449882343452,Worst=0.15287834124022306,Mean=0.10825564334613752,Stdev=0.013512327161730908."
"0.12097338996535048","94.2","0.08978059596768026","score[0.08978059596768026]","85.58","73.82","79.66653260557311","1000","Unsupported","0.1298023566989341","1000","751.74","0.12097338996535048","Epoch=1000,Best=0.12097338996535048,Worst=0.12097338996535048,Mean=0.12097338996535048,Stdev=0.0.","0.43742933988867033","298.9381206872084","110485","Best=0.08978059596768026,Worst=0.17121224335551782,Mean=0.11936188892580334,Stdev=0.013652278935170962."
"0.07462431955365564","88.6","0.06788318530906431","score[0.06788318530906431]","86.38","79.74000000000001","79.12657282390118","1000","Unsupported","0.11108812834201567","1000","790.5800000000002","0.07462431955365564","Epoch=1000,Best=0.07462431955365564,Worst=0.07462431955365564,Mean=0.07462431955365564,Stdev=0.0.","0.29165260810551985","280.6207405021945","109813","Best=0.06788318530906431,Worst=0.17737802355996912,Mean=0.09892040904663131,Stdev=0.017667438562623032."
