# Experimental Run Thu Feb 07 15:10:00 ACT 2008
Absolute Cell Error (AbCE),Antigen Average Diversity (AAD),Average BMU Per Antigen (ABMU/Antigen),Average Cell Diversity (ACD),Average Cell Diversity Ratio (ACDR),Average Cell Error (ACE),Best Score,Best Solution,Cell Set Absolute Eucldiean Error (CSAbEE),Cell Set Absolute Hamming Error (CSAbHE),Cell Set Average Component Euclidean Error (CSACEE),Cell Set Average Diversity (CSAD),Cell Set Average Eucldiean Error (CSAEE),Cell Set Average Hamming Error (CSAHE),Epoch Count,EpochLocatedOptimalScore,Evaluation Count,Last Epoch Summary,Run Time Milliseconds,Score Summary
"0.3503736403865791","86.85999999999999","1.0","94.27888888888893","94.27888888888893","0.03503736403865791","0.03384786516080801","score[0.03384786516080801]","0.3503736403865791","818.0","0.015756089343280908","84.38","0.03503736403865791","81.8","1000","-1","1000","Epoch=1000,Best=0.03503736403865791,Worst=0.03503736403865791,Mean=0.03503736403865791,Stdev=0.0.","38812","Best=0.03384786516080801,Worst=0.13665012284514377,Mean=0.059898753860172946,Stdev=0.027284967346886343."
"0.14858827639090894","85.58","1.0","94.41444444444447","94.41444444444447","0.014858827639090893","0.014858827639090893","score[0.014858827639090893]","0.14858827639090894","852.0","0.006502010541450505","86.66","0.014858827639090893","85.2","1000","-1","1000","Epoch=1000,Best=0.014858827639090893,Worst=0.014858827639090893,Mean=0.014858827639090893,Stdev=0.0.","38359","Best=0.014858827639090893,Worst=0.16142729165571812,Mean=0.052658425765819895,Stdev=0.03031962932499453."
"0.5633282213562943","86.64","1.0","94.03999999999999","94.03999999999999","0.056332822135629436","0.056332332958721046","score[0.056332332958721046]","0.5633282213562943","868.0","0.02134602030552859","83.92","0.056332822135629436","86.8","1000","-1","1000","Epoch=1000,Best=0.056332822135629436,Worst=0.056332822135629436,Mean=0.056332822135629436,Stdev=0.0.","39110","Best=0.056332332958721046,Worst=0.16914748858188605,Mean=0.08118155124461027,Stdev=0.024936951133113144."
"0.11272776016015931","85.86","1.0","94.47444444444446","94.47444444444446","0.011272776016015932","0.011272776016015932","score[0.011272776016015932]","0.11272776016015931","850.0","0.004644522733898548","86.86","0.011272776016015932","85.0","1000","-1","1000","Epoch=1000,Best=0.011272776016015932,Worst=0.011272776016015932,Mean=0.011272776016015932,Stdev=0.0.","38375","Best=0.011272776016015932,Worst=0.1572449457086188,Mean=0.043869875378537836,Stdev=0.03201447013267986."
"0.24363883313304854","84.9","1.0","94.42222222222222","94.42222222222222","0.024363883313304854","0.024363883313304854","score[0.024363883313304854]","0.24363883313304854","892.0","0.011459103035148601","86.14","0.024363883313304854","89.2","1000","-1","1000","Epoch=1000,Best=0.024363883313304854,Worst=0.024363883313304854,Mean=0.024363883313304854,Stdev=0.0.","39109","Best=0.024363883313304854,Worst=0.15472616575759826,Mean=0.06509405957610526,Stdev=0.03538595728440241."
"0.17828798900698412","86.5","1.0","94.36111111111114","94.36111111111114","0.01782879890069841","0.01782879890069841","score[0.01782879890069841]","0.17828798900698412","840.0","0.008452056987704033","87.98","0.01782879890069841","84.0","1000","-1","1000","Epoch=1000,Best=0.01782879890069841,Worst=0.01782879890069841,Mean=0.01782879890069841,Stdev=0.0.","38375","Best=0.01782879890069841,Worst=0.13340567915698,Mean=0.050430594310938805,Stdev=0.029114142471179976."
"0.3595416279586122","85.46000000000001","1.0","94.10499999999998","94.10499999999998","0.03595416279586122","0.03486212538085595","score[0.03486212538085595]","0.35583843730563103","862.0","0.015365167515235511","84.14","0.0355838437305631","86.2","1000","-1","1000","Epoch=1000,Best=0.0355838437305631,Worst=0.0355838437305631,Mean=0.0355838437305631,Stdev=0.0.","38656","Best=0.03486212538085595,Worst=0.17300424878921508,Mean=0.06944910152335684,Stdev=0.033801801468947956."
"0.21518974309037545","86.7","1.0","94.41388888888888","94.41388888888888","0.021518974309037545","0.021518974309037545","score[0.021518974309037545]","0.21518974309037545","896.0","0.009510800834249163","87.42","0.021518974309037545","89.6","1000","-1","1000","Epoch=1000,Best=0.021518974309037545,Worst=0.021518974309037545,Mean=0.021518974309037545,Stdev=0.0.","38375","Best=0.021518974309037545,Worst=0.14620858410067475,Mean=0.05758175885262031,Stdev=0.026704873217579233."
"0.2609679138614946","86.64000000000001","1.0","94.45444444444443","94.45444444444443","0.02609679138614946","0.02609679138614946","score[0.02609679138614946]","0.2609679138614946","898.0","0.010422358965681309","87.16","0.02609679138614946","89.8","1000","-1","1000","Epoch=1000,Best=0.02609679138614946,Worst=0.02609679138614946,Mean=0.02609679138614946,Stdev=0.0.","38406","Best=0.02609679138614946,Worst=0.12107001602802081,Mean=0.062382968145628895,Stdev=0.02489428715143833."
"0.49985044468851697","85.58","1.0","94.29500000000003","94.29500000000003","0.0499850444688517","0.04039228509621219","score[0.04039228509621219]","0.49985044468851697","914.0","0.022601993120718162","85.46","0.0499850444688517","91.4","1000","-1","1000","Epoch=1000,Best=0.0499850444688517,Worst=0.0499850444688517,Mean=0.0499850444688517,Stdev=0.0.","38438","Best=0.04039228509621219,Worst=0.16270783789793233,Mean=0.07657910828050052,Stdev=0.027130496795700836."
