# Experimental Run Thu Feb 07 15:45:51 ACT 2008
Absolute Cell Error (AbCE),Antigen Average Diversity (AAD),Average BMU Per Antigen (ABMU/Antigen),Average Cell Diversity (ACD),Average Cell Diversity Ratio (ACDR),Average Cell Error (ACE),Best Score,Best Solution,Cell Set Absolute Eucldiean Error (CSAbEE),Cell Set Absolute Hamming Error (CSAbHE),Cell Set Average Component Euclidean Error (CSACEE),Cell Set Average Diversity (CSAD),Cell Set Average Eucldiean Error (CSAEE),Cell Set Average Hamming Error (CSAHE),Epoch Count,EpochLocatedOptimalScore,Evaluation Count,Last Epoch Summary,Run Time Milliseconds,Score Summary
"0.38247693320115184","86.85999999999999","6.0","88.63499999999998","88.63499999999998","0.038247693320115184","0.03531519587417466","score[0.03531519587417466]","0.3812456029392814","870.0","0.018334606964395664","78.46","0.03812456029392814","87.0","1000","-1","1000","Epoch=1000,Best=0.03812456029392814,Worst=0.03812456029392814,Mean=0.03812456029392814,Stdev=0.0.","35641","Best=0.03531519587417466,Worst=0.13028335872043995,Mean=0.06478646145754914,Stdev=0.02269070707028058."
"0.47439163901146586","85.58","5.1","87.99444444444445","87.99444444444445","0.04743916390114659","0.04257734886602797","score[0.04257734886602797]","0.4743916389995333","913.0","0.0208604274686791","82.16","0.04743916389995333","91.3","1000","-1","1000","Epoch=1000,Best=0.04743916389995333,Worst=0.04743916389995333,Mean=0.04743916389995333,Stdev=0.0.","35531","Best=0.04257734886602797,Worst=0.1872847884812131,Mean=0.08433905252488995,Stdev=0.03198545349293348."
"0.4112707038234377","86.64","4.9","87.76222222222219","87.76222222222219","0.04112707038234377","0.03743773042384256","score[0.03743773042384256]","0.4112707038234377","850.0","0.018943520350216157","81.84","0.04112707038234377","85.0","1000","-1","1000","Epoch=1000,Best=0.04112707038234377,Worst=0.04112707038234377,Mean=0.04112707038234377,Stdev=0.0.","35547","Best=0.03743773042384256,Worst=0.17355863323764473,Mean=0.07748199373590711,Stdev=0.03839296721049401."
"0.6131212877315213","85.86","4.9","88.7283333333333","88.7283333333333","0.06131212877315213","0.05732349980607032","score[0.05732349980607032]","0.6131212877315213","934.0","0.028678677656927998","81.02","0.06131212877315213","93.4","1000","-1","1000","Epoch=1000,Best=0.06131212877315213,Worst=0.06131212877315213,Mean=0.06131212877315213,Stdev=0.0.","35547","Best=0.05732349980607032,Worst=0.1703285880619623,Mean=0.09335766347078298,Stdev=0.030250585689005197."
"0.7866190172687558","84.9","4.7","88.915","88.915","0.07866190172687558","0.0735901853253825","score[0.0735901853253825]","0.783678505503031","864.0","0.033353942835334174","83.94000000000001","0.0783678505503031","86.4","1000","-1","1000","Epoch=1000,Best=0.0783678505503031,Worst=0.0783678505503031,Mean=0.0783678505503031,Stdev=0.0.","35516","Best=0.0735901853253825,Worst=0.16646159531927213,Mean=0.09793977964589999,Stdev=0.012989322612392721."
"0.7057968702078579","86.5","5.3","89.42500000000004","89.42500000000004","0.07057968702078579","0.06147810445020768","score[0.06147810445020768]","0.7057808463995221","875.0","0.030650458198266763","84.16","0.07057808463995222","87.5","1000","-1","1000","Epoch=1000,Best=0.07057808463995222,Worst=0.07057808463995222,Mean=0.07057808463995222,Stdev=0.0.","35515","Best=0.06147810445020768,Worst=0.14533232779062227,Mean=0.08566907155650468,Stdev=0.016571685206072384."
"0.28397748113023746","85.46000000000001","4.8","87.56944444444449","87.56944444444449","0.028397748113023747","0.022925597184851022","score[0.022925597184851022]","0.2839774805470495","856.0","0.012394906525372609","82.9","0.028397748054704953","85.6","1000","-1","1000","Epoch=1000,Best=0.028397748054704953,Worst=0.028397748054704953,Mean=0.028397748054704953,Stdev=0.0.","35500","Best=0.022925597184851022,Worst=0.17265472065118673,Mean=0.06144080030601146,Stdev=0.03697100567058164."
"0.6151795317909103","86.7","5.3","88.43777777777775","88.43777777777775","0.061517953179091034","0.051970154384925395","score[0.051970154384925395]","0.6151795317909103","864.0","0.027151669425873028","82.86","0.061517953179091034","86.4","1000","-1","1000","Epoch=1000,Best=0.061517953179091034,Worst=0.061517953179091034,Mean=0.061517953179091034,Stdev=0.0.","35531","Best=0.051970154384925395,Worst=0.165923084159219,Mean=0.0858884809880851,Stdev=0.025431116545264594."
"0.669341431416137","86.64000000000001","5.3","87.70722222222223","87.70722222222223","0.0669341431416137","0.052067698168954055","score[0.052067698168954055]","0.669341431389589","873.0","0.026932176320011186","81.25999999999999","0.0669341431389589","87.3","1000","-1","1000","Epoch=1000,Best=0.0669341431389589,Worst=0.0669341431389589,Mean=0.0669341431389589,Stdev=0.0.","35563","Best=0.052067698168954055,Worst=0.15210538355916975,Mean=0.07450731625684807,Stdev=0.016362325388642865."
"0.9752566383962271","85.58","4.7","90.205","90.205","0.09752566383962272","0.08635274283947872","score[0.08635274283947872]","0.9752566383962271","914.0","0.045541020350317665","76.69999999999999","0.09752566383962272","91.4","1000","-1","1000","Epoch=1000,Best=0.09752566383962272,Worst=0.09752566383962272,Mean=0.09752566383962272,Stdev=0.0.","35593","Best=0.08635274283947872,Worst=0.21359496942300296,Mean=0.13151968849661128,Stdev=0.025431233182146074."
