# Experimental Run Tue Feb 05 01:11:33 CST 2008
Absolute Cell Error (AbCE),Antigen Average Diversity (AAD),Average BMU Per Antigen (ABMU/Antigen),Average Cell Diversity (ACD),Average Cell Diversity Ratio (ACDR),Average Cell Error (ACE),Average Cell Neighbourhood Diversity (ACND),Average SubCell Neighbourhood Diversity (ASCND),Best Score,Best Solution,Cell Set Absolute Eucldiean Error (CSAbEE),Cell Set Absolute Hamming Error (CSAbHE),Cell Set Average Component Euclidean Error (CSACEE),Cell Set Average Diversity (CSAD),Cell Set Average Eucldiean Error (CSAEE),Cell Set Average Hamming Error (CSAHE),Epoch Count,EpochLocatedOptimalScore,Evaluation Count,Last Epoch Summary,Run Time Milliseconds,Score Summary
"NaN","86.38000000000002","NaN","30.733000000000022","30.733000000000022","NaN","67.33135802469137","22.709465020576136","2.1721979941299116E-14","score[2.1721979941299116E-14]","1.567469415137163E-7","218.0","5.224898069986864E-9","86.46000000000001","1.5674694151371628E-8","21.8","1000","-1","1000","Epoch=1000,Best=1.5674694151371628E-8,Worst=1.5674694151371628E-8,Mean=1.5674694151371628E-8,Stdev=0.0.","206000","Best=2.1721979941299116E-14,Worst=0.020297621086854754,Mean=4.906100393988298E-4,Stdev=0.0021781204398109376."
"NaN","87.57999999999998","NaN","30.950377777777746","30.950377777777746","NaN","68.5071604938272","23.07599451303155","2.0947917093160406E-15","score[2.0947917093160406E-15]","3.327300064159689E-14","226.0","1.2722461972813907E-15","88.14","3.327300064159689E-15","22.6","1000","-1","1000","Epoch=1000,Best=3.327300064159689E-15,Worst=3.327300064159689E-15,Mean=3.327300064159689E-15,Stdev=0.0.","205766","Best=2.0947917093160406E-15,Worst=0.01289707974201407,Mean=3.572981076939174E-4,Stdev=0.0014661087963087475."
"NaN","86.28","NaN","31.152977777777778","31.152977777777778","NaN","65.94962962962963","21.657613168724282","8.10953743523898E-15","score[8.10953743523898E-15]","8.109537435238981E-14","204.0","2.8221348868928685E-15","86.88000000000002","8.10953743523898E-15","20.4","1000","-1","1000","Epoch=1000,Best=8.10953743523898E-15,Worst=8.10953743523898E-15,Mean=8.10953743523898E-15,Stdev=0.0.","205891","Best=8.10953743523898E-15,Worst=0.00952382206486882,Mean=2.993180816288361E-4,Stdev=0.0011942946907767269."
"NaN","86.11999999999998","NaN","31.073844444444447","31.073844444444447","NaN","67.4241975308642","22.390123456790125","2.0742682674419856E-15","score[2.0742682674419856E-15]","9.098913398888369E-13","200.0","3.0347946378128657E-14","87.71999999999998","9.098913398888369E-14","20.0","1000","-1","1000","Epoch=1000,Best=9.098913398888369E-14,Worst=9.098913398888369E-14,Mean=9.098913398888369E-14,Stdev=0.0.","206000","Best=2.0742682674419856E-15,Worst=0.011497588226496732,Mean=2.749794856506572E-4,Stdev=0.0010529421681190305."
"NaN","85.46000000000001","NaN","30.483911111111127","30.483911111111127","NaN","66.2316049382716","22.014814814814812","1.7669110003705133E-15","score[1.7669110003705133E-15]","1.7669110003705133E-14","222.0","6.323645311094121E-16","85.18","1.7669110003705133E-15","22.2","1000","-1","1000","Epoch=1000,Best=1.7669110003705133E-15,Worst=1.7669110003705133E-15,Mean=1.7669110003705133E-15,Stdev=0.0.","205578","Best=1.7669110003705133E-15,Worst=0.012154841105322828,Mean=3.022279192186186E-4,Stdev=0.0013235034076404372."
"NaN","87.06000000000002","NaN","31.093266666666683","31.093266666666683","NaN","66.11555555555556","22.510836762688612","1.7357317393255866E-15","score[1.7357317393255866E-15]","1.7357317393255865E-14","210.0","6.168676680573525E-16","86.97999999999999","1.7357317393255866E-15","21.0","1000","-1","1000","Epoch=1000,Best=1.7357317393255866E-15,Worst=1.7357317393255866E-15,Mean=1.7357317393255866E-15,Stdev=0.0.","205907","Best=1.7357317393255866E-15,Worst=0.012251016714384739,Mean=3.5961309793904636E-4,Stdev=0.0015768804256116045."
"NaN","84.74","NaN","30.842688888888915","30.842688888888915","NaN","65.198024691358","21.39862825788752","1.7411120510056228E-15","score[1.7411120510056228E-15]","1.7411120510056227E-14","196.0","5.881869065878693E-16","84.85999999999999","1.7411120510056228E-15","19.6","1000","-1","1000","Epoch=1000,Best=1.7411120510056228E-15,Worst=1.7411120510056228E-15,Mean=1.7411120510056228E-15,Stdev=0.0.","205672","Best=1.7411120510056228E-15,Worst=0.012898365171366517,Mean=3.202487845976574E-4,Stdev=0.0014224589668102342."
"NaN","87.12000000000002","NaN","31.05573333333335","31.05573333333335","NaN","67.000987654321","22.697942386831283","1.7254012539269233E-14","score[1.7254012539269233E-14]","1.7254012539269232E-13","206.0","5.857582937215019E-15","87.6","1.7254012539269233E-14","20.6","1000","-1","1000","Epoch=1000,Best=1.7254012539269233E-14,Worst=1.7254012539269233E-14,Mean=1.7254012539269233E-14,Stdev=0.0.","206343","Best=1.7254012539269233E-14,Worst=0.009315299332003446,Mean=2.916609730747805E-4,Stdev=0.0012501105000137108."
"NaN","85.9","NaN","31.113999999999955","31.113999999999955","NaN","65.89382716049381","21.599451303155007","5.53124870952064E-15","score[5.53124870952064E-15]","5.5312487095206405E-14","218.0","2.207117590543225E-15","86.58000000000001","5.53124870952064E-15","21.8","1000","-1","1000","Epoch=1000,Best=5.53124870952064E-15,Worst=5.53124870952064E-15,Mean=5.53124870952064E-15,Stdev=0.0.","206469","Best=5.53124870952064E-15,Worst=0.011043212953352009,Mean=4.167748505824146E-4,Stdev=0.0016105391201249042."
"NaN","87.4","NaN","31.141733333333317","31.141733333333317","NaN","68.87259259259257","22.884499314128945","3.4424557163240824E-15","score[3.4424557163240824E-15]","3.4424557163240824E-14","216.0","1.186088264641209E-15","89.12000000000002","3.4424557163240824E-15","21.6","1000","-1","1000","Epoch=1000,Best=3.4424557163240824E-15,Worst=3.4424557163240824E-15,Mean=3.4424557163240824E-15,Stdev=0.0.","205797","Best=3.4424557163240824E-15,Worst=0.013158024079122749,Mean=3.957993346138029E-4,Stdev=0.0017001758689325671."
"NaN","83.9","NaN","30.85888888888884","30.85888888888884","NaN","64.67111111111107","21.540192043895743","2.109227012413475E-13","score[2.109227012413475E-13]","5.595723790753725E-8","218.0","1.8652413555827103E-9","84.06","5.595723790753724E-9","21.8","1000","-1","1000","Epoch=1000,Best=5.595723790753724E-9,Worst=5.595723790753724E-9,Mean=5.595723790753724E-9,Stdev=0.0.","206094","Best=2.109227012413475E-13,Worst=0.01374992731627743,Mean=3.781326308412445E-4,Stdev=0.0014174848747248862."
"NaN","87.12","NaN","30.964599999999972","30.964599999999972","NaN","66.3446913580247","21.74705075445816","6.066982351864581E-14","score[6.066982351864581E-14]","1.219474860388867E-6","254.0","4.064916203424853E-8","86.4","1.219474860388867E-7","25.4","1000","-1","1000","Epoch=1000,Best=1.219474860388867E-7,Worst=1.219474860388867E-7,Mean=1.219474860388867E-7,Stdev=0.0.","206265","Best=6.066982351864581E-14,Worst=0.010392120429215014,Mean=3.5667121933623713E-4,Stdev=0.00125944118643636."
"NaN","86.88000000000001","NaN","31.111622222222227","31.111622222222227","NaN","68.02024691358022","22.819204389574754","7.915162375987926E-16","score[7.915162375987926E-16]","7.915162375987925E-15","202.0","2.790591831688023E-16","86.60000000000001","7.915162375987926E-16","20.2","1000","-1","1000","Epoch=1000,Best=7.915162375987926E-16,Worst=7.915162375987926E-16,Mean=7.915162375987926E-16,Stdev=0.0.","205813","Best=7.915162375987926E-16,Worst=0.013554431923240217,Mean=3.33642481345527E-4,Stdev=0.0015069090448997717."
"NaN","86.82000000000001","NaN","30.797977777777778","30.797977777777778","NaN","66.919012345679","21.98573388203018","6.278869849470871E-15","score[6.278869849470871E-15]","1.261509854109511E-13","212.0","5.053133837288707E-15","87.22","1.261509854109511E-14","21.2","1000","-1","1000","Epoch=1000,Best=1.261509854109511E-14,Worst=1.261509854109511E-14,Mean=1.261509854109511E-14,Stdev=0.0.","206140","Best=6.278869849470871E-15,Worst=0.011692586436356794,Mean=2.887214211149333E-4,Stdev=0.001260138664266319."
"NaN","85.56000000000002","NaN","30.962333333333348","30.962333333333348","NaN","68.12148148148147","22.883401920438956","7.334928709734553E-14","score[7.334928709734553E-14]","4.804605934089065E-12","202.0","1.6033933440221898E-13","86.88000000000001","4.804605934089064E-13","20.2","1000","-1","1000","Epoch=1000,Best=4.804605934089064E-13,Worst=4.804605934089064E-13,Mean=4.804605934089064E-13,Stdev=0.0.","205844","Best=7.334928709734553E-14,Worst=0.015050859734603558,Mean=3.6988797854900984E-4,Stdev=0.001722179029289061."
"NaN","87.48","NaN","30.71024444444446","30.71024444444446","NaN","66.91160493827161","21.775582990397805","1.091810128182301E-14","score[1.091810128182301E-14]","1.9534459955994596E-9","234.0","6.511493982896966E-11","87.44000000000001","1.9534459955994595E-10","23.4","1000","-1","1000","Epoch=1000,Best=1.9534459955994595E-10,Worst=1.9534459955994595E-10,Mean=1.9534459955994595E-10,Stdev=0.0.","206078","Best=1.091810128182301E-14,Worst=0.01025436489975778,Mean=2.920633950321933E-4,Stdev=0.0012161824357684457."
"NaN","87.1","NaN","30.86062222222224","30.86062222222224","NaN","66.01333333333332","22.449382716049385","7.613588149315191E-14","score[7.613588149315191E-14]","7.61358814931519E-13","224.0","2.5403290582204357E-14","86.78","7.613588149315191E-14","22.4","1000","-1","1000","Epoch=1000,Best=7.613588149315191E-14,Worst=7.613588149315191E-14,Mean=7.613588149315191E-14,Stdev=0.0.","205687","Best=7.613588149315191E-14,Worst=0.010218833407211811,Mean=4.0271794122027113E-4,Stdev=0.0014333805703702377."
"NaN","86.72","NaN","30.821155555555553","30.821155555555553","NaN","66.26320987654323","21.7679012345679","4.442332227599489E-15","score[4.442332227599489E-15]","4.442332227599489E-14","204.0","1.4944064504381537E-15","86.6","4.442332227599489E-15","20.4","1000","-1","1000","Epoch=1000,Best=4.442332227599489E-15,Worst=4.442332227599489E-15,Mean=4.442332227599489E-15,Stdev=0.0.","205813","Best=4.442332227599489E-15,Worst=0.007794148757384016,Mean=1.420155752651131E-4,Stdev=7.450571051074906E-4."
"NaN","87.32","NaN","31.134999999999977","31.134999999999977","NaN","66.39061728395063","22.09986282578875","2.210768429021371E-14","score[2.210768429021371E-14]","0.004132777836326488","208.0","1.3775926121092913E-4","86.04","4.1327778363264877E-4","20.8","1000","-1","1000","Epoch=1000,Best=4.1327778363264877E-4,Worst=4.1327778363264877E-4,Mean=4.1327778363264877E-4,Stdev=0.0.","205875","Best=2.210768429021371E-14,Worst=0.015601104775331364,Mean=3.2203698696253545E-4,Stdev=0.0015090650012886272."
"NaN","86.25999999999999","NaN","30.98815555555558","30.98815555555558","NaN","67.36049382716048","22.903703703703698","2.279181344950023E-12","score[2.279181344950023E-12]","9.050577318425436E-10","246.0","3.016885991603361E-11","86.46000000000001","9.050577318425435E-11","24.6","1000","-1","1000","Epoch=1000,Best=9.050577318425435E-11,Worst=9.050577318425435E-11,Mean=9.050577318425435E-11,Stdev=0.0.","205750","Best=2.279181344950023E-12,Worst=0.012999068198133614,Mean=5.276614757200687E-4,Stdev=0.0019303646831129355."
