# Experimental Run Tue Feb 05 04:38:15 CST 2008
Absolute Cell Error (AbCE),Antigen Average Diversity (AAD),Average BMU Per Antigen (ABMU/Antigen),Average Cell Diversity (ACD),Average Cell Diversity Ratio (ACDR),Average Cell Error (ACE),Average Cell Neighbourhood Diversity (ACND),Average SubCell Neighbourhood Diversity (ASCND),Best Score,Best Solution,Cell Set Absolute Eucldiean Error (CSAbEE),Cell Set Absolute Hamming Error (CSAbHE),Cell Set Average Component Euclidean Error (CSACEE),Cell Set Average Diversity (CSAD),Cell Set Average Eucldiean Error (CSAEE),Cell Set Average Hamming Error (CSAHE),Epoch Count,EpochLocatedOptimalScore,Evaluation Count,Last Epoch Summary,Run Time Milliseconds,Score Summary
"NaN","85.9","NaN","31.519777777777787","31.519777777777787","NaN","67.47802469135803","22.609053497942387","1.358128503433042E-15","score[1.358128503433042E-15]","1.358128503433042E-14","210.0","4.774826367626162E-16","85.66","1.358128503433042E-15","21.0","1000","-1","1000","Epoch=1000,Best=1.358128503433042E-15,Worst=1.358128503433042E-15,Mean=1.358128503433042E-15,Stdev=0.0.","207891","Best=1.358128503433042E-15,Worst=0.010625772613168749,Mean=3.377536684788275E-4,Stdev=0.0013375589218163162."
"NaN","87.4","NaN","31.390844444444415","31.390844444444415","NaN","67.98864197530864","22.07242798353909","9.727584832486037E-16","score[9.727584832486037E-16]","9.727584832486038E-15","192.0","3.3723024372989136E-16","88.11999999999999","9.727584832486037E-16","19.2","1000","-1","1000","Epoch=1000,Best=9.727584832486037E-16,Worst=9.727584832486037E-16,Mean=9.727584832486037E-16,Stdev=0.0.","207312","Best=9.727584832486037E-16,Worst=0.010446997412067035,Mean=3.2669065717398936E-4,Stdev=0.0013860767156626283."
"NaN","83.9","NaN","30.985777777777802","30.985777777777802","NaN","67.44098765432095","22.299588477366257","8.23906969354972E-16","score[8.23906969354972E-16]","8.23906969354972E-15","196.0","3.0010716134398763E-16","83.5","8.23906969354972E-16","19.6","1000","-1","1000","Epoch=1000,Best=8.23906969354972E-16,Worst=8.23906969354972E-16,Mean=8.23906969354972E-16,Stdev=0.0.","206984","Best=8.23906969354972E-16,Worst=0.012834655888088497,Mean=3.592527520309818E-4,Stdev=0.0014114322183145396."
"NaN","87.12","NaN","31.354088888888896","31.354088888888896","NaN","67.3120987654321","22.442798353909463","6.10070081071708E-15","score[6.10070081071708E-15]","6.10070081071708E-14","202.0","2.0880866480332828E-15","86.72","6.10070081071708E-15","20.2","1000","-1","1000","Epoch=1000,Best=6.10070081071708E-15,Worst=6.10070081071708E-15,Mean=6.10070081071708E-15,Stdev=0.0.","207563","Best=6.10070081071708E-15,Worst=0.013746497851625256,Mean=3.306186027867054E-4,Stdev=0.0015798167839595398."
"NaN","86.88000000000001","NaN","31.53242222222223","31.53242222222223","NaN","69.87456790123461","23.094101508916324","1.5408609810096742E-16","score[1.5408609810096742E-16]","1.5408609810096743E-15","200.0","6.007925638466343E-17","86.92","1.5408609810096742E-16","20.0","1000","-1","1000","Epoch=1000,Best=1.5408609810096742E-16,Worst=1.5408609810096742E-16,Mean=1.5408609810096742E-16,Stdev=0.0.","207093","Best=1.5408609810096742E-16,Worst=0.016154279188018483,Mean=3.6398081844160027E-4,Stdev=0.0017072594171588396."
"NaN","86.82000000000001","NaN","31.380933333333353","31.380933333333353","NaN","68.62320987654319","23.347050754458166","2.9510478435471408E-15","score[2.9510478435471408E-15]","2.951047843547141E-14","198.0","9.901801600875614E-16","87.1","2.9510478435471408E-15","19.8","1000","-1","1000","Epoch=1000,Best=2.9510478435471408E-15,Worst=2.9510478435471408E-15,Mean=2.9510478435471408E-15,Stdev=0.0.","207453","Best=2.9510478435471408E-15,Worst=0.014138560273962531,Mean=3.7463751562974635E-4,Stdev=0.0015614280787047785."
"NaN","85.56000000000002","NaN","31.322199999999988","31.322199999999988","NaN","65.33629629629628","22.198079561042523","1.935267110511399E-15","score[1.935267110511399E-15]","1.935267110511399E-14","210.0","6.851001247791069E-16","86.28","1.935267110511399E-15","21.0","1000","-1","1000","Epoch=1000,Best=1.935267110511399E-15,Worst=1.935267110511399E-15,Mean=1.935267110511399E-15,Stdev=0.0.","206516","Best=1.935267110511399E-15,Worst=0.015352252145175795,Mean=3.760124500026183E-4,Stdev=0.001734138935411372."
"NaN","87.48","NaN","31.381799999999973","31.381799999999973","NaN","68.99407407407406","22.604115226337445","5.656386918119457E-16","score[5.656386918119457E-16]","5.656386918119457E-15","190.0","2.641405612754018E-16","87.52000000000001","5.656386918119457E-16","19.0","1000","-1","1000","Epoch=1000,Best=5.656386918119457E-16,Worst=5.656386918119457E-16,Mean=5.656386918119457E-16,Stdev=0.0.","207297","Best=5.656386918119457E-16,Worst=0.012064074987112348,Mean=2.655111121666352E-4,Stdev=0.0011811199210808216."
"NaN","87.1","NaN","31.472444444444445","31.472444444444445","NaN","68.46518518518518","21.796982167352542","3.370661105822882E-16","score[3.370661105822882E-16]","3.3706611058228817E-15","202.0","1.242062008799394E-16","87.26","3.370661105822882E-16","20.2","1000","-1","1000","Epoch=1000,Best=3.370661105822882E-16,Worst=3.370661105822882E-16,Mean=3.370661105822882E-16,Stdev=0.0.","207000","Best=3.370661105822882E-16,Worst=0.01095700427878735,Mean=2.8805292485268626E-4,Stdev=0.0013150174685921379."
"NaN","86.72","NaN","31.268311111111142","31.268311111111142","NaN","68.02222222222221","23.304252400548695","3.460450057493944E-15","score[3.460450057493944E-15]","3.460450057493944E-14","210.0","1.2670420268534599E-15","85.16","3.460450057493944E-15","21.0","1000","-1","1000","Epoch=1000,Best=3.460450057493944E-15,Worst=3.460450057493944E-15,Mean=3.460450057493944E-15,Stdev=0.0.","207234","Best=3.460450057493944E-15,Worst=0.01191060738459622,Mean=2.640889686320276E-4,Stdev=0.0012067729036791324."
"NaN","87.32","NaN","31.56471111111106","31.56471111111106","NaN","69.44197530864201","23.659259259259258","1.3807061238621571E-15","score[1.3807061238621571E-15]","1.380706123862157E-14","192.0","5.235395450498004E-16","85.72","1.3807061238621571E-15","19.2","1000","-1","1000","Epoch=1000,Best=1.3807061238621571E-15,Worst=1.3807061238621571E-15,Mean=1.3807061238621571E-15,Stdev=0.0.","207531","Best=1.3807061238621571E-15,Worst=0.017678844348471844,Mean=3.532220572997825E-4,Stdev=0.001792096021922399."
"NaN","86.25999999999999","NaN","31.221644444444483","31.221644444444483","NaN","67.94419753086419","21.21536351165981","1.2190668928391901E-15","score[1.2190668928391901E-15]","1.2190668928391901E-14","196.0","4.13442428441139E-16","85.02","1.2190668928391901E-15","19.6","1000","-1","1000","Epoch=1000,Best=1.2190668928391901E-15,Worst=1.2190668928391901E-15,Mean=1.2190668928391901E-15,Stdev=0.0.","207140","Best=1.2190668928391901E-15,Worst=0.010407914396559602,Mean=2.8399961549000933E-4,Stdev=0.0011842019842350042."
