# Experimental Run Tue Feb 05 04:38:15 CST 2008
Absolute Cell Error (AbCE),Antigen Average Diversity (AAD),Average BMU Per Antigen (ABMU/Antigen),Average Cell Diversity (ACD),Average Cell Diversity Ratio (ACDR),Average Cell Error (ACE),Average Cell Neighbourhood Diversity (ACND),Average SubCell Neighbourhood Diversity (ASCND),Best Score,Best Solution,Cell Set Absolute Eucldiean Error (CSAbEE),Cell Set Absolute Hamming Error (CSAbHE),Cell Set Average Component Euclidean Error (CSACEE),Cell Set Average Diversity (CSAD),Cell Set Average Eucldiean Error (CSAEE),Cell Set Average Hamming Error (CSAHE),Epoch Count,EpochLocatedOptimalScore,Evaluation Count,Last Epoch Summary,Run Time Milliseconds,Score Summary
"NaN","86.85999999999999","NaN","31.43906666666669","31.43906666666669","NaN","68.16296296296294","22.41316872427983","1.3675854427950788E-15","score[1.3675854427950788E-15]","1.3675854427950787E-14","204.0","5.301314942585123E-16","86.22","1.3675854427950788E-15","20.4","1000","-1","1000","Epoch=1000,Best=1.3675854427950788E-15,Worst=1.3675854427950788E-15,Mean=1.3675854427950788E-15,Stdev=0.0.","207109","Best=1.3675854427950788E-15,Worst=0.015954325454390413,Mean=4.902688023493863E-4,Stdev=0.002148590544681904."
"NaN","85.58","NaN","31.43668888888893","31.43668888888893","NaN","67.83308641975309","23.319067215363514","1.9969762358038325E-15","score[1.9969762358038325E-15]","1.9969762358038325E-14","196.0","6.795490096559813E-16","86.3","1.9969762358038325E-15","19.6","1000","-1","1000","Epoch=1000,Best=1.9969762358038325E-15,Worst=1.9969762358038325E-15,Mean=1.9969762358038325E-15,Stdev=0.0.","206984","Best=1.9969762358038325E-15,Worst=0.012616175163480983,Mean=3.556934867079562E-4,Stdev=0.001424669988367149."
"NaN","86.64","NaN","31.33397777777775","31.33397777777775","NaN","68.2237037037037","22.586008230452666","6.718423518148978E-15","score[6.718423518148978E-15]","6.718423518148978E-14","208.0","2.268324417187273E-15","86.52000000000001","6.718423518148978E-15","20.8","1000","-1","1000","Epoch=1000,Best=6.718423518148978E-15,Worst=6.718423518148978E-15,Mean=6.718423518148978E-15,Stdev=0.0.","207250","Best=6.718423518148978E-15,Worst=0.011364492641666207,Mean=3.017882354488697E-4,Stdev=0.00131611262775987."
"NaN","85.86","NaN","31.402866666666682","31.402866666666682","NaN","69.79506172839505","22.322085048010972","1.377860465902431E-15","score[1.377860465902431E-15]","1.377860465902431E-14","206.0","5.245803791353864E-16","85.22","1.377860465902431E-15","20.6","1000","-1","1000","Epoch=1000,Best=1.377860465902431E-15,Worst=1.377860465902431E-15,Mean=1.377860465902431E-15,Stdev=0.0.","207063","Best=1.377860465902431E-15,Worst=0.011470334790797496,Mean=2.678103972704185E-4,Stdev=0.0012653404203978823."
"NaN","84.9","NaN","31.3614888888889","31.3614888888889","NaN","68.47753086419753","23.439231824417007","6.124693980272285E-16","score[6.124693980272285E-16]","6.124693980272285E-15","204.0","2.4008572907519006E-16","85.69999999999999","6.124693980272285E-16","20.4","1000","-1","1000","Epoch=1000,Best=6.124693980272285E-16,Worst=6.124693980272285E-16,Mean=6.124693980272285E-16,Stdev=0.0.","207406","Best=6.124693980272285E-16,Worst=0.013898901452856157,Mean=3.876571324540161E-4,Stdev=0.0015766311673295619."
"NaN","86.5","NaN","31.416444444444416","31.416444444444416","NaN","68.04345679012346","23.798079561042517","3.0368778290896113E-15","score[3.0368778290896113E-15]","3.036877829089611E-14","204.0","1.0776102232767926E-15","86.02000000000001","3.0368778290896113E-15","20.4","1000","-1","1000","Epoch=1000,Best=3.0368778290896113E-15,Worst=3.0368778290896113E-15,Mean=3.0368778290896113E-15,Stdev=0.0.","207203","Best=3.0368778290896113E-15,Worst=0.013501667467313105,Mean=3.695338321335265E-4,Stdev=0.0015604117118750253."
"NaN","85.46000000000001","NaN","31.31288888888889","31.31288888888889","NaN","67.45580246913579","22.50150891632373","9.114654230657407E-16","score[9.114654230657407E-16]","9.114654230657407E-15","202.0","3.454990922987141E-16","85.1","9.114654230657407E-16","20.2","1000","-1","1000","Epoch=1000,Best=9.114654230657407E-16,Worst=9.114654230657407E-16,Mean=9.114654230657407E-16,Stdev=0.0.","206922","Best=9.114654230657407E-16,Worst=0.0128971094135934,Mean=3.1247867320852835E-4,Stdev=0.0014535494302572798."
"NaN","86.7","NaN","31.46804444444444","31.46804444444444","NaN","68.99308641975314","23.380521262002745","2.8667250701825354E-15","score[2.8667250701825354E-15]","2.8667250701825354E-14","200.0","9.723703324008664E-16","85.46000000000001","2.8667250701825354E-15","20.0","1000","-1","1000","Epoch=1000,Best=2.8667250701825354E-15,Worst=2.8667250701825354E-15,Mean=2.8667250701825354E-15,Stdev=0.0.","206890","Best=2.8667250701825354E-15,Worst=0.01152615155866796,Mean=3.411120347601579E-4,Stdev=0.0014458067469952866."
"NaN","86.64000000000001","NaN","31.44666666666663","31.44666666666663","NaN","69.1353086419753","22.24526748971193","8.63874495785734E-16","score[8.63874495785734E-16]","8.63874495785734E-15","208.0","3.0068540250264653E-16","85.52000000000001","8.63874495785734E-16","20.8","1000","-1","1000","Epoch=1000,Best=8.63874495785734E-16,Worst=8.63874495785734E-16,Mean=8.63874495785734E-16,Stdev=0.0.","207203","Best=8.63874495785734E-16,Worst=0.016668339751359503,Mean=2.8481425282583014E-4,Stdev=0.0014572925654802523."
"NaN","85.58","NaN","30.79746666666664","30.79746666666664","NaN","66.18320987654323","22.577229080932785","2.035977616168837E-15","score[2.035977616168837E-15]","2.035977616168837E-14","206.0","6.985153196599943E-16","85.1","2.035977616168837E-15","20.6","1000","-1","1000","Epoch=1000,Best=2.035977616168837E-15,Worst=2.035977616168837E-15,Mean=2.035977616168837E-15,Stdev=0.0.","206828","Best=2.035977616168837E-15,Worst=0.010277793568277231,Mean=3.32514603405355E-4,Stdev=0.0013510088306238465."
"NaN","86.38000000000002","NaN","31.328711111111087","31.328711111111087","NaN","69.15851851851852","23.6960219478738","6.956149685857443E-16","score[6.956149685857443E-16]","6.956149685857443E-15","204.0","2.5026277346758734E-16","85.7","6.956149685857443E-16","20.4","1000","-1","1000","Epoch=1000,Best=6.956149685857443E-16,Worst=6.956149685857443E-16,Mean=6.956149685857443E-16,Stdev=0.0.","207141","Best=6.956149685857443E-16,Worst=0.00983759827242046,Mean=2.321166705407469E-4,Stdev=9.908585336333652E-4."
"NaN","87.57999999999998","NaN","31.466977777777775","31.466977777777775","NaN","69.01283950617284","23.424417009602195","4.052365194366225E-15","score[4.052365194366225E-15]","4.0523651943662255E-14","216.0","1.4105614824326077E-15","87.14","4.052365194366225E-15","21.6","1000","-1","1000","Epoch=1000,Best=4.052365194366225E-15,Worst=4.052365194366225E-15,Mean=4.052365194366225E-15,Stdev=0.0.","207109","Best=4.052365194366225E-15,Worst=0.011215486579132692,Mean=3.026688854887647E-4,Stdev=0.001298133498067623."
"NaN","86.28","NaN","31.388533333333342","31.388533333333342","NaN","66.96592592592593","21.895747599451308","2.475097928749143E-15","score[2.475097928749143E-15]","2.475097928749143E-14","206.0","8.396350744307075E-16","85.96000000000001","2.475097928749143E-15","20.6","1000","-1","1000","Epoch=1000,Best=2.475097928749143E-15,Worst=2.475097928749143E-15,Mean=2.475097928749143E-15,Stdev=0.0.","207047","Best=2.475097928749143E-15,Worst=0.014280114822265589,Mean=3.8833673387033275E-4,Stdev=0.0016967625895723366."
"NaN","86.11999999999998","NaN","31.374200000000005","31.374200000000005","NaN","67.35604938271607","22.00713305898491","5.7242683784312875E-16","score[5.7242683784312875E-16]","5.7242683784312875E-15","212.0","2.4332387956368016E-16","86.2","5.7242683784312875E-16","21.2","1000","-1","1000","Epoch=1000,Best=5.7242683784312875E-16,Worst=5.7242683784312875E-16,Mean=5.7242683784312875E-16,Stdev=0.0.","207734","Best=5.7242683784312875E-16,Worst=0.014314674787582827,Mean=3.269936619717869E-4,Stdev=0.0014620804395030988."
"NaN","85.46000000000001","NaN","31.25815555555558","31.25815555555558","NaN","67.20740740740742","23.039231824417005","8.461321331562291E-16","score[8.461321331562291E-16]","8.461321331562291E-15","196.0","3.0068540250264653E-16","85.7","8.461321331562291E-16","19.6","1000","-1","1000","Epoch=1000,Best=8.461321331562291E-16,Worst=8.461321331562291E-16,Mean=8.461321331562291E-16,Stdev=0.0.","207531","Best=8.461321331562291E-16,Worst=0.012413261257742867,Mean=2.9678783361410425E-4,Stdev=0.0014285879774409735."
"NaN","87.06000000000002","NaN","31.559777777777768","31.559777777777768","NaN","70.02172839506171","22.96460905349794","1.0723547663347551E-15","score[1.0723547663347551E-15]","1.0723547663347551E-14","206.0","3.608224830031759E-16","86.89999999999999","1.0723547663347551E-15","20.6","1000","-1","1000","Epoch=1000,Best=1.0723547663347551E-15,Worst=1.0723547663347551E-15,Mean=1.0723547663347551E-15,Stdev=0.0.","207562","Best=1.0723547663347551E-15,Worst=0.011154669413929402,Mean=3.0410023095204776E-4,Stdev=0.0012538402531670064."
"NaN","84.74","NaN","31.3447111111111","31.3447111111111","NaN","67.3046913580247","22.40713305898491","3.2060974940470732E-15","score[3.2060974940470732E-15]","3.206097494047073E-14","174.0","1.0852430065710908E-15","85.3","3.2060974940470732E-15","17.4","1000","-1","1000","Epoch=1000,Best=3.2060974940470732E-15,Worst=3.2060974940470732E-15,Mean=3.2060974940470732E-15,Stdev=0.0.","207063","Best=3.2060974940470732E-15,Worst=0.012240451281393547,Mean=3.0919797539975867E-4,Stdev=0.0014211277895124625."
"NaN","87.12000000000002","NaN","31.43388888888888","31.43388888888888","NaN","68.93728395061729","23.269135802469133","2.8630870290041064E-15","score[2.8630870290041064E-15]","2.8630870290041065E-14","218.0","1.0247589813753659E-15","87.52000000000001","2.8630870290041064E-15","21.8","1000","-1","1000","Epoch=1000,Best=2.8630870290041064E-15,Worst=2.8630870290041064E-15,Mean=2.8630870290041064E-15,Stdev=0.0.","207344","Best=2.8630870290041064E-15,Worst=0.01064480183344137,Mean=3.620643333864398E-4,Stdev=0.001494572116831058."
