# Experimental Run Mon Feb 04 23:51:19 ACT 2008
Antigen Average Diversity (AAD),Average B-Cell BMU Per Antigen (ABC-BMU/Antigen),Average B-Cell Diversity (ABCD),Average B-Cell Error (ABCE),Average T-Cell BMU Per Antigen (ATC-BMU/Antigen),Average T-Cell Diversity (ATCD),Average T-Cell Error (ATCE),Average T-Cell Mapping Error (ATCME),Average T-Cell Selected Set Mapping Error (ATCSSME),Best Score,Best Solution,Cell Set Absolute Eucldiean Error (CSAbEE),Cell Set Absolute Hamming Error (CSAbHE),Cell Set Average Component Euclidean Error (CSACEE),Cell Set Average Diversity (CSAD),Cell Set Average Eucldiean Error (CSAEE),Cell Set Average Hamming Error (CSAHE),Epoch Count,EpochLocatedOptimalScore,Evaluation Count,Last Epoch Summary,Run Time Milliseconds,Score Summary
"86.85999999999999","NaN","30.6742","NaN","NaN","87.00579999999998","NaN","279.32700000000006","235.1","0.22593010425226034","score[0.22593010425226034]","4.965798161499158","899.0","0.24993481987220809","4.28","0.49657981614991586","89.9","1000","-1","1000","Epoch=1000,Best=0.49657981614991586,Worst=0.49657981614991586,Mean=0.49657981614991586,Stdev=0.0.","105109","Best=0.22593010425226034,Worst=0.81174120895246,Mean=0.518765443082409,Stdev=0.08159418969686093."
"85.58","NaN","31.037799999999997","NaN","NaN","86.7492","NaN","282.9699999999999","255.1","0.3413492584640495","score[0.3413492584640495]","6.83497562781515","945.0","0.33133473528181034","77.20000000000002","0.683497562781515","94.5","1000","-1","1000","Epoch=1000,Best=0.683497562781515,Worst=0.683497562781515,Mean=0.683497562781515,Stdev=0.0.","105313","Best=0.3413492584640495,Worst=0.8694607586243279,Mean=0.5763318146478424,Stdev=0.08554182251635005."
"86.64","NaN","30.134999999999994","NaN","NaN","86.1284","NaN","283.187","260.4","0.3937012130024754","score[0.3937012130024754]","4.668196820615047","940.0","0.2198385861808742","66.0","0.4668196820615047","94.0","1000","-1","1000","Epoch=1000,Best=0.4668196820615047,Worst=0.4668196820615047,Mean=0.4668196820615047,Stdev=0.0.","105140","Best=0.3937012130024754,Worst=0.8722048013979904,Mean=0.6116254909392141,Stdev=0.08269290472295862."
"85.86","NaN","30.355800000000013","NaN","NaN","86.39900000000003","NaN","282.4599999999999","246.2","0.32471085466896","score[0.32471085466896]","8.232382303092889","917.0","0.41111739170454903","41.84000000000001","0.8232382303092889","91.7","1000","-1","1000","Epoch=1000,Best=0.8232382303092889,Worst=0.8232382303092889,Mean=0.8232382303092889,Stdev=0.0.","105203","Best=0.32471085466896,Worst=0.9804650639945981,Mean=0.6181196852334709,Stdev=0.09406770984105191."
"84.9","NaN","30.04960000000002","NaN","NaN","84.58400000000003","NaN","280.387","254.7","0.4180017883332942","score[0.4180017883332942]","5.6214943561101","957.0","0.2849058302495696","75.44","0.5621494356110099","95.7","1000","-1","1000","Epoch=1000,Best=0.5621494356110099,Worst=0.5621494356110099,Mean=0.5621494356110099,Stdev=0.0.","105391","Best=0.4180017883332942,Worst=0.9007249599979115,Mean=0.6107069295250908,Stdev=0.0779276245629343."
"86.5","NaN","31.23739999999999","NaN","NaN","88.38680000000001","NaN","280.644","233.5","0.3237665942911824","score[0.3237665942911824]","5.843527223676915","928.0","0.29589810609804446","50.21999999999999","0.5843527223676915","92.8","1000","-1","1000","Epoch=1000,Best=0.5843527223676915,Worst=0.5843527223676915,Mean=0.5843527223676915,Stdev=0.0.","105360","Best=0.3237665942911824,Worst=0.8729132374020218,Mean=0.5512162669383462,Stdev=0.07941627838393095."
"85.46000000000001","NaN","30.70700000000001","NaN","NaN","88.07979999999999","NaN","284.22","252.6","0.3442969198762144","score[0.3442969198762144]","7.252913176576685","974.0","0.33920977850012135","67.58","0.7252913176576685","97.4","1000","-1","1000","Epoch=1000,Best=0.7252913176576685,Worst=0.7252913176576685,Mean=0.7252913176576685,Stdev=0.0.","105265","Best=0.3442969198762144,Worst=1.0141310492051805,Mean=0.6631773860853363,Stdev=0.09682758218188475."
"86.7","NaN","30.816","NaN","NaN","86.9858","NaN","282.047","243.6","0.40190768651179204","score[0.40190768651179204]","7.823204482424817","957.0","0.3752533282337359","32.760000000000005","0.7823204482424817","95.7","1000","-1","1000","Epoch=1000,Best=0.7823204482424817,Worst=0.7823204482424817,Mean=0.7823204482424817,Stdev=0.0.","105391","Best=0.40190768651179204,Worst=0.9263163902258217,Mean=0.6532804842055827,Stdev=0.08872858374137128."
"86.64000000000001","NaN","30.637600000000006","NaN","NaN","86.87320000000001","NaN","279.29200000000003","238.7","0.31161899366062973","score[0.31161899366062973]","4.7637296337054575","950.0","0.2394934544501643","2.96","0.47637296337054574","95.0","1000","-1","1000","Epoch=1000,Best=0.47637296337054574,Worst=0.47637296337054574,Mean=0.47637296337054574,Stdev=0.0.","105344","Best=0.31161899366062973,Worst=0.7877567878521647,Mean=0.5081633276569792,Stdev=0.07872800752066923."
"85.58","NaN","31.177000000000003","NaN","NaN","87.08240000000005","NaN","288.021","263.7","0.3102078272855516","score[0.3102078272855516]","5.370893361555616","948.0","0.2555034723644089","78.22","0.5370893361555616","94.8","1000","-1","1000","Epoch=1000,Best=0.5370893361555616,Worst=0.5370893361555616,Mean=0.5370893361555616,Stdev=0.0.","105328","Best=0.3102078272855516,Worst=0.9013965409252117,Mean=0.6014689805684659,Stdev=0.09714449146571097."
