# Experimental Run Tue Feb 05 13:03:12 EST 2008
Antigen Average Diversity (AAD),Average B-Cell BMU Per Antigen (ABC-BMU/Antigen),Average B-Cell Diversity (ABCD),Average B-Cell Error (ABCE),Average T-Cell BMU Per Antigen (ATC-BMU/Antigen),Average T-Cell Diversity (ATCD),Average T-Cell Error (ATCE),Average T-Cell Mapping Error (ATCME),Average T-Cell Selected Set Mapping Error (ATCSSME),Best Score,Best Solution,Cell Set Absolute Eucldiean Error (CSAbEE),Cell Set Absolute Hamming Error (CSAbHE),Cell Set Average Component Euclidean Error (CSACEE),Cell Set Average Diversity (CSAD),Cell Set Average Eucldiean Error (CSAEE),Cell Set Average Hamming Error (CSAHE),Epoch Count,EpochLocatedOptimalScore,Evaluation Count,Last Epoch Summary,Run Time Milliseconds,Score Summary
"86.85999999999999","NaN","88.72759999999998","NaN","NaN","31.085000000000004","NaN","0.3261555511201789","0.18286645554636566","0.10290413494262592","score[0.10290413494262592]","1.3963291837749923","917.0","0.06363432102272111","74.32","0.13963291837749922","91.7","1000","-1","1000","Epoch=1000,Best=0.13963291837749922,Worst=0.13963291837749922,Mean=0.13963291837749922,Stdev=0.0.","97269","Best=0.10290413494262592,Worst=0.42506151634202816,Mean=0.2527789713448493,Stdev=0.0507884936762062."
"85.58","NaN","88.26079999999997","NaN","NaN","31.30119999999998","NaN","0.38881798621245967","0.20243575857041968","0.043536360442622525","score[0.043536360442622525]","1.8873562358866522","927.0","0.08102773494372768","83.28","0.18873562358866522","92.7","1000","-1","1000","Epoch=1000,Best=0.18873562358866522,Worst=0.18873562358866522,Mean=0.18873562358866522,Stdev=0.0.","93613","Best=0.043536360442622525,Worst=0.24962163642939852,Mean=0.11208884859207376,Stdev=0.03632492338421859."
"86.64","NaN","89.2234","NaN","NaN","30.682799999999997","NaN","0.358486924851106","0.2561965466202354","0.07888364447672219","score[0.07888364447672219]","2.4810140414339648","916.0","0.10970565017153214","80.47999999999999","0.2481014041433965","91.6","1000","-1","1000","Epoch=1000,Best=0.2481014041433965,Worst=0.2481014041433965,Mean=0.2481014041433965,Stdev=0.0.","98128","Best=0.07888364447672219,Worst=0.35594725964308493,Mean=0.2131297596478187,Stdev=0.05145781134697715."
"85.86","NaN","88.85619999999999","NaN","NaN","30.297399999999996","NaN","0.41091103387947747","0.26178257639875974","0.12152878549360886","score[0.12152878549360886]","2.7884556128334737","967.0","0.12709122180285826","70.39999999999999","0.27884556128334737","96.7","1000","-1","1000","Epoch=1000,Best=0.27884556128334737,Worst=0.27884556128334737,Mean=0.27884556128334737,Stdev=0.0.","94597","Best=0.12152878549360886,Worst=0.4271069697400864,Mean=0.25136389883456584,Stdev=0.05267592650058667."
"84.9","NaN","88.86559999999997","NaN","NaN","29.8688","NaN","0.2341815835312237","0.24202006620482588","0.09011396583569088","score[0.09011396583569088]","2.4588599627513967","942.0","0.10838374324810034","74.3","0.24588599627513968","94.2","1000","-1","1000","Epoch=1000,Best=0.24588599627513968,Worst=0.24588599627513968,Mean=0.24588599627513968,Stdev=0.0.","94566","Best=0.09011396583569088,Worst=0.36460017037389925,Mean=0.21838307819125485,Stdev=0.051474827501385205."
"86.5","NaN","89.2746","NaN","NaN","31.280800000000003","NaN","0.2765288446114114","0.18201722914998372","0.0766577019736979","score[0.0766577019736979]","2.0534194906517715","955.0","0.09215811312049219","84.08000000000001","0.20534194906517717","95.5","1000","-1","1000","Epoch=1000,Best=0.20534194906517717,Worst=0.20534194906517717,Mean=0.20534194906517717,Stdev=0.0.","95285","Best=0.0766577019736979,Worst=0.30193496583254564,Mean=0.1878880167691971,Stdev=0.04325053640994913."
"85.46000000000001","NaN","89.06799999999997","NaN","NaN","30.680800000000023","NaN","0.37684117961633434","0.25773212664324896","0.07478360172790954","score[0.07478360172790954]","2.2953514998243016","942.0","0.09901497617575108","75.58000000000001","0.22953514998243016","94.2","1000","-1","1000","Epoch=1000,Best=0.22953514998243016,Worst=0.22953514998243016,Mean=0.22953514998243016,Stdev=0.0.","95410","Best=0.07478360172790954,Worst=0.3982850224131191,Mean=0.18485187841941525,Stdev=0.053943414202560595."
"86.7","NaN","88.85419999999993","NaN","NaN","30.62919999999999","NaN","0.1484419921452344","0.1631582063927305","0.14635814295523947","score[0.14635814295523947]","2.215241557239699","956.0","0.09653504546203337","76.69999999999999","0.2215241557239699","95.6","1000","-1","1000","Epoch=1000,Best=0.2215241557239699,Worst=0.2215241557239699,Mean=0.2215241557239699,Stdev=0.0.","94582","Best=0.14635814295523947,Worst=0.34538910463797634,Mean=0.24275495264587524,Stdev=0.03292404606691617."
"86.64000000000001","NaN","88.42920000000002","NaN","NaN","31.00100000000001","NaN","0.3774037851469262","0.22837235165113773","0.08558785216777172","score[0.08558785216777172]","2.0200378287351013","913.0","0.09694336649276554","79.18","0.20200378287351012","91.3","1000","-1","1000","Epoch=1000,Best=0.20200378287351012,Worst=0.20200378287351012,Mean=0.20200378287351012,Stdev=0.0.","95550","Best=0.08558785216777172,Worst=0.3099179763208686,Mean=0.2001083470993751,Stdev=0.04299580980002438."
"85.58","NaN","88.8916","NaN","NaN","31.10940000000002","NaN","0.16801185250096434","0.218654995812161","0.1267844452924022","score[0.1267844452924022]","3.2129687218001326","913.0","0.14342096204292765","70.4","0.32129687218001324","91.3","1000","-1","1000","Epoch=1000,Best=0.32129687218001324,Worst=0.32129687218001324,Mean=0.32129687218001324,Stdev=0.0.","95691","Best=0.1267844452924022,Worst=0.5246991979381971,Mean=0.32352482395927534,Stdev=0.05984994937064271."
