# Experimental Run Tue Feb 12 01:41:31 ACT 2008
Absolute Cell Error (AbCE),Antigen Average Diversity (AAD),Average BMU Per Antigen (ABMU/Antigen),Average Cell Diversity (ACD),Average Cell Diversity Ratio (ACDR),Average Cell Error (ACE),Average Cell Mapped Diversity (ACMD),Average Mapped BMU Euclidean Error (AMBMUEE),Average Mapped BMU Hamming Error (AMBMUHE),Average Network Cell Diversity (ANCD),Best Score,Best Solution,Cell Set Absolute Eucldiean Error (CSAbEE),Cell Set Absolute Hamming Error (CSAbHE),Cell Set Average Component Euclidean Error (CSACEE),Cell Set Average Diversity (CSAD),Cell Set Average Eucldiean Error (CSAEE),Cell Set Average Hamming Error (CSAHE),Epoch Count,EpochLocatedOptimalScore,Evaluation Count,Last Epoch Summary,Run Time Milliseconds,Score Summary
"NaN","86.85999999999999","NaN","87.94819999999999","87.94819999999999","NaN","90.13400000000003","NaN","NaN","178.0822","0.005844884559236785","score[0.005844884559236785]","0.05983503721363141","828.0","NaN","85.26","0.005983503721363141","82.8","1000","-1","1000","Epoch=1000,Best=0.005983503721363141,Worst=0.005983503721363141,Mean=0.005983503721363141,Stdev=0.0.","204781","Best=0.005844884559236785,Worst=0.15313552735514918,Mean=0.04787430333787493,Stdev=0.0363577562045838."
"NaN","85.58","NaN","90.06880000000001","90.06880000000001","NaN","88.59540000000007","NaN","NaN","178.6642","0.006347750224842234","score[0.006347750224842234]","0.06347750224842234","808.0","NaN","85.74","0.006347750224842234","80.8","1000","-1","1000","Epoch=1000,Best=0.006347750224842234,Worst=0.006347750224842234,Mean=0.006347750224842234,Stdev=0.0.","204296","Best=0.006347750224842234,Worst=0.1508308196625287,Mean=0.053770208070574387,Stdev=0.0376617840286004."
"NaN","86.64","NaN","86.99839999999995","86.99839999999995","NaN","88.70200000000003","NaN","NaN","175.70039999999997","0.035271159904888334","score[0.035271159904888334]","0.4616620836141512","856.0","NaN","85.79999999999998","0.04616620836141512","85.6","1000","-1","1000","Epoch=1000,Best=0.04616620836141512,Worst=0.04616620836141512,Mean=0.04616620836141512,Stdev=0.0.","204328","Best=0.035271159904888334,Worst=0.13777639561091837,Mean=0.06934742833408652,Stdev=0.019416596486140875."
"NaN","85.86","NaN","89.63200000000002","89.63200000000002","NaN","89.43940000000008","NaN","NaN","179.0714000000001","0.011544200984077088","score[0.011544200984077088]","0.11544200984077088","800.0","NaN","86.05999999999999","0.011544200984077088","80.0","1000","-1","1000","Epoch=1000,Best=0.011544200984077088,Worst=0.011544200984077088,Mean=0.011544200984077088,Stdev=0.0.","204406","Best=0.011544200984077088,Worst=0.14997309527341715,Mean=0.05010141778965839,Stdev=0.022439126923856943."
"NaN","84.9","NaN","89.8572","89.8572","NaN","89.1452","NaN","NaN","179.00239999999997","0.020695675228370063","score[0.020695675228370063]","0.44304835869039805","846.0","NaN","86.22","0.044304835869039806","84.6","1000","-1","1000","Epoch=1000,Best=0.044304835869039806,Worst=0.044304835869039806,Mean=0.044304835869039806,Stdev=0.0.","204422","Best=0.020695675228370063,Worst=0.13698588373234905,Mean=0.05735939960143068,Stdev=0.022374341523672972."
"NaN","86.5","NaN","89.3854","89.3854","NaN","89.6478","NaN","NaN","179.03320000000002","0.0010001463872032347","score[0.0010001463872032347]","0.010001463872032346","800.0","NaN","86.17999999999999","0.0010001463872032347","80.0","1000","-1","1000","Epoch=1000,Best=0.0010001463872032347,Worst=0.0010001463872032347,Mean=0.0010001463872032347,Stdev=0.0.","204640","Best=0.0010001463872032347,Worst=0.1800178011876772,Mean=0.03549050641984278,Stdev=0.03392227585434033."
"NaN","85.46000000000001","NaN","89.1006","89.1006","NaN","89.62240000000001","NaN","NaN","178.72299999999998","0.0012200463726000537","score[0.0012200463726000537]","0.012200463726000537","800.0","NaN","86.46000000000001","0.0012200463726000537","80.0","1000","-1","1000","Epoch=1000,Best=0.0012200463726000537,Worst=0.0012200463726000537,Mean=0.0012200463726000537,Stdev=0.0.","204781","Best=0.0012200463726000537,Worst=0.1263431641510529,Mean=0.0264285196577914,Stdev=0.029188439510873104."
"NaN","86.7","NaN","89.64940000000003","89.64940000000003","NaN","90.02779999999998","NaN","NaN","179.67719999999994","0.0030014919398591825","score[0.0030014919398591825]","0.030014919398591824","734.0","NaN","86.42000000000002","0.0030014919398591825","73.4","1000","-1","1000","Epoch=1000,Best=0.0030014919398591825,Worst=0.0030014919398591825,Mean=0.0030014919398591825,Stdev=0.0.","204735","Best=0.0030014919398591825,Worst=0.12443696169963991,Mean=0.03792948824035892,Stdev=0.028377758667685386."
"NaN","86.64000000000001","NaN","88.34280000000004","88.34280000000004","NaN","88.6922","NaN","NaN","177.03499999999997","0.023812655839974994","score[0.023812655839974994]","0.4507821801116335","846.0","NaN","85.8","0.04507821801116335","84.6","1000","-1","1000","Epoch=1000,Best=0.04507821801116335,Worst=0.04507821801116335,Mean=0.04507821801116335,Stdev=0.0.","205031","Best=0.023812655839974994,Worst=0.13451835048430438,Mean=0.06072157634965948,Stdev=0.02096229309997379."
"NaN","85.58","NaN","89.57879999999997","89.57879999999997","NaN","89.51899999999998","NaN","NaN","179.09779999999995","0.012397131442512052","score[0.012397131442512052]","0.18578064286033735","860.0","NaN","84.9","0.018578064286033737","86.0","1000","-1","1000","Epoch=1000,Best=0.018578064286033737,Worst=0.018578064286033737,Mean=0.018578064286033737,Stdev=0.0.","204875","Best=0.012397131442512052,Worst=0.13055955090946003,Mean=0.036714709483275196,Stdev=0.021249313651905185."
"NaN","86.38000000000002","NaN","89.70859999999999","89.70859999999999","NaN","89.28879999999998","NaN","NaN","178.99740000000006","0.015208385027450796","score[0.015208385027450796]","0.3872041857885785","860.0","NaN","86.22","0.03872041857885785","86.0","1000","-1","1000","Epoch=1000,Best=0.03872041857885785,Worst=0.03872041857885785,Mean=0.03872041857885785,Stdev=0.0.","204547","Best=0.015208385027450796,Worst=0.11959786713913342,Mean=0.04980202662266802,Stdev=0.023029835826661113."
"NaN","87.57999999999998","NaN","89.77879999999999","89.77879999999999","NaN","90.18899999999998","NaN","NaN","179.96779999999995","0.01830139081891841","score[0.01830139081891841]","0.1830139081891841","812.0","NaN","87.3","0.01830139081891841","81.2","1000","-1","1000","Epoch=1000,Best=0.01830139081891841,Worst=0.01830139081891841,Mean=0.01830139081891841,Stdev=0.0.","204391","Best=0.01830139081891841,Worst=0.13083074777208722,Mean=0.05624869893589329,Stdev=0.023615859762162718."
"NaN","86.28","NaN","89.2058","89.2058","NaN","88.41660000000002","NaN","NaN","177.62239999999994","0.02455592550540947","score[0.02455592550540947]","0.3113318576545899","868.0","NaN","83.56","0.031133185765458992","86.8","1000","-1","1000","Epoch=1000,Best=0.031133185765458992,Worst=0.031133185765458992,Mean=0.031133185765458992,Stdev=0.0.","204282","Best=0.02455592550540947,Worst=0.11792349763227991,Mean=0.04714411697569295,Stdev=0.013550730794943375."
"NaN","86.11999999999998","NaN","89.66699999999997","89.66699999999997","NaN","89.75459999999997","NaN","NaN","179.42160000000004","0.012022414214852131","score[0.012022414214852131]","0.18731024048519074","830.0","NaN","86.07999999999998","0.018731024048519073","83.0","1000","-1","1000","Epoch=1000,Best=0.018731024048519073,Worst=0.018731024048519073,Mean=0.018731024048519073,Stdev=0.0.","204656","Best=0.012022414214852131,Worst=0.13086669486802596,Mean=0.04231649851133174,Stdev=0.02385788381813996."
