# Experimental Run Tue Feb 12 04:55:09 ACT 2008
Absolute Cell Error (AbCE),Antigen Average Diversity (AAD),Average BMU Per Antigen (ABMU/Antigen),Average Cell Diversity (ACD),Average Cell Diversity Ratio (ACDR),Average Cell Error (ACE),Average Cell Mapped Diversity (ACMD),Average Mapped BMU Euclidean Error (AMBMUEE),Average Mapped BMU Hamming Error (AMBMUHE),Average Network Cell Diversity (ANCD),Best Score,Best Solution,Cell Set Absolute Eucldiean Error (CSAbEE),Cell Set Absolute Hamming Error (CSAbHE),Cell Set Average Component Euclidean Error (CSACEE),Cell Set Average Diversity (CSAD),Cell Set Average Eucldiean Error (CSAEE),Cell Set Average Hamming Error (CSAHE),Epoch Count,EpochLocatedOptimalScore,Evaluation Count,Last Epoch Summary,Run Time Milliseconds,Score Summary
"NaN","86.85999999999999","NaN","89.0828","89.0828","NaN","88.5482","NaN","NaN","177.63100000000006","0.1288057861464816","score[0.1288057861464816]","2.03900894012072","941.0","NaN","63.36","0.20390089401207198","94.1","1000","-1","1000","Epoch=1000,Best=0.20390089401207198,Worst=0.20390089401207198,Mean=0.20390089401207198,Stdev=0.0.","183547","Best=0.1288057861464816,Worst=0.24346279551121414,Mean=0.19024934959177203,Stdev=0.020955225435340504."
"NaN","85.58","NaN","88.95580000000001","88.95580000000001","NaN","88.90220000000004","NaN","NaN","177.85799999999992","0.11827560156022385","score[0.11827560156022385]","1.6762440132175778","930.0","NaN","82.50000000000001","0.16762440132175777","93.0","1000","-1","1000","Epoch=1000,Best=0.16762440132175777,Worst=0.16762440132175777,Mean=0.16762440132175777,Stdev=0.0.","182609","Best=0.11827560156022385,Worst=0.25238706537505734,Mean=0.18366840040374607,Stdev=0.021994109289157147."
"NaN","86.64","NaN","90.01979999999999","90.01979999999999","NaN","90.11939999999998","NaN","NaN","180.13920000000002","0.12521915024830785","score[0.12521915024830785]","2.1251112832642782","962.0","NaN","80.03999999999999","0.21251112832642782","96.2","1000","-1","1000","Epoch=1000,Best=0.21251112832642782,Worst=0.21251112832642782,Mean=0.21251112832642782,Stdev=0.0.","182984","Best=0.12521915024830785,Worst=0.2556403069050475,Mean=0.19348172218969986,Stdev=0.021357398666217872."
"NaN","85.86","NaN","89.11719999999997","89.11719999999997","NaN","89.3038","NaN","NaN","178.42099999999994","0.13498870149342573","score[0.13498870149342573]","2.6369801405839595","939.0","NaN","82.84","0.26369801405839594","93.9","1000","-1","1000","Epoch=1000,Best=0.26369801405839594,Worst=0.26369801405839594,Mean=0.26369801405839594,Stdev=0.0.","182672","Best=0.13498870149342573,Worst=0.30877047767122523,Mean=0.22778452828164014,Stdev=0.023945671039506768."
"NaN","84.9","NaN","89.66080000000005","89.66080000000005","NaN","89.62499999999996","NaN","NaN","179.28580000000002","0.1292757310517729","score[0.1292757310517729]","2.34520104825965","966.0","NaN","73.85999999999999","0.234520104825965","96.6","1000","-1","1000","Epoch=1000,Best=0.234520104825965,Worst=0.234520104825965,Mean=0.234520104825965,Stdev=0.0.","183000","Best=0.1292757310517729,Worst=0.28459267782244096,Mean=0.21179109630447313,Stdev=0.023737039480680257."
"NaN","86.5","NaN","89.9562","89.9562","NaN","88.72560000000001","NaN","NaN","178.68179999999995","0.13108964156480893","score[0.13108964156480893]","1.9731106918437413","971.0","NaN","85.00000000000001","0.19731106918437413","97.1","1000","-1","1000","Epoch=1000,Best=0.19731106918437413,Worst=0.19731106918437413,Mean=0.19731106918437413,Stdev=0.0.","183266","Best=0.13108964156480893,Worst=0.23999484417175804,Mean=0.1962544295687605,Stdev=0.017987318513058237."
"NaN","85.46000000000001","NaN","89.6772","89.6772","NaN","90.23219999999999","NaN","NaN","179.90939999999998","0.1221111599282205","score[0.1221111599282205]","2.8948631009052375","929.0","NaN","81.64","0.2894863100905237","92.9","1000","-1","1000","Epoch=1000,Best=0.2894863100905237,Worst=0.2894863100905237,Mean=0.2894863100905237,Stdev=0.0.","182687","Best=0.1221111599282205,Worst=0.37958050277000904,Mean=0.2831473233005113,Stdev=0.03175245449794653."
"NaN","86.7","NaN","90.59819999999998","90.59819999999998","NaN","90.62860000000006","NaN","NaN","181.22680000000008","0.13479048295434462","score[0.13479048295434462]","2.5528253440108193","964.0","NaN","66.9","0.25528253440108195","96.4","1000","-1","1000","Epoch=1000,Best=0.25528253440108195,Worst=0.25528253440108195,Mean=0.25528253440108195,Stdev=0.0.","182797","Best=0.13479048295434462,Worst=0.2879135371681939,Mean=0.2267100327281125,Stdev=0.023081392699267646."
"NaN","86.64000000000001","NaN","87.58820000000007","87.58820000000007","NaN","89.26200000000003","NaN","NaN","176.8502","0.10510941583703808","score[0.10510941583703808]","1.4743442498023576","923.0","NaN","80.05999999999999","0.14743442498023576","92.3","1000","-1","1000","Epoch=1000,Best=0.14743442498023576,Worst=0.14743442498023576,Mean=0.14743442498023576,Stdev=0.0.","182281","Best=0.10510941583703808,Worst=0.21494919962950515,Mean=0.1670046348237542,Stdev=0.018449938287864922."
"NaN","85.58","NaN","89.31180000000002","89.31180000000002","NaN","89.84279999999998","NaN","NaN","179.15460000000002","0.11127181913965056","score[0.11127181913965056]","1.6461145276654026","960.0","NaN","79.7","0.16461145276654027","96.0","1000","-1","1000","Epoch=1000,Best=0.16461145276654027,Worst=0.16461145276654027,Mean=0.16461145276654027,Stdev=0.0.","182938","Best=0.11127181913965056,Worst=0.21187764490133815,Mean=0.15511919494806628,Stdev=0.016831739007684907."
