# Experimental Run Mon Feb 04 18:11:58 CST 2008
Antigen Average Diversity (AAD),Average B-Cell BMU Per Antigen (ABC-BMU/Antigen),Average B-Cell Diversity (ABCD),Average B-Cell Error (ABCE),Average T-Cell BMU Per Antigen (ATC-BMU/Antigen),Average T-Cell Diversity (ATCD),Average T-Cell Error (ATCE),Average T-Cell Mapping Error (ATCME),Average T-Cell Selected Set Mapping Error (ATCSSME),Best Score,Best Solution,Cell Set Absolute Eucldiean Error (CSAbEE),Cell Set Absolute Hamming Error (CSAbHE),Cell Set Average Component Euclidean Error (CSACEE),Cell Set Average Diversity (CSAD),Cell Set Average Eucldiean Error (CSAEE),Cell Set Average Hamming Error (CSAHE),Epoch Count,EpochLocatedOptimalScore,Evaluation Count,Last Epoch Summary,Run Time Milliseconds,Score Summary
"86.85999999999999","100.0","90.18460000000005","6.381504646990983E-4","100.0","89.07940000000009","0.006047791918456476","0.5033246819200183","0.005872893815655323","0.006048446343614023","score[0.006048446343614023]","0.06048446343614023","844.0","0.002678607513723268","85.86","0.006048446343614023","84.4","1000","-1","1000","Epoch=1000,Best=0.006048446343614023,Worst=0.006048446343614023,Mean=0.006048446343614023,Stdev=0.0.","156813","Best=0.006048446343614023,Worst=0.1854409142402831,Mean=0.0420119215892172,Stdev=0.03544737857030743."
"85.58","100.0","90.5668","0.002751017400867283","100.0","89.38680000000002","0.003965451500147023","0.5509897855093662","0.0024049962358337115","0.003959553997411452","score[0.003959553997411452]","0.03965737977218255","818.0","0.0015748179638011561","87.38000000000002","0.003965737977218255","81.8","1000","-1","1000","Epoch=1000,Best=0.003965737977218255,Worst=0.003965737977218255,Mean=0.003965737977218255,Stdev=0.0.","163235","Best=0.003959553997411452,Worst=0.16615216854350948,Mean=0.05891354917440638,Stdev=0.040056469172601764."
"86.64","100.0","88.47620000000002","0.00216410884879199","100.0","88.83179999999999","0.009194848870248995","0.6312059068138904","0.007405590344342072","0.009195755745315505","score[0.009195755745315505]","0.09195755745315505","858.0","0.0038060902140970446","84.91999999999999","0.009195755745315505","85.8","1000","-1","1000","Epoch=1000,Best=0.009195755745315505,Worst=0.009195755745315505,Mean=0.009195755745315505,Stdev=0.0.","163750","Best=0.009195755745315505,Worst=0.23923972783682385,Mean=0.06266315224914812,Stdev=0.046563920493603576."
"85.86","100.0","90.99559999999998","5.29677778555316E-4","100.0","91.09220000000003","0.0024767340362900746","0.6018103813398836","0.0023685495288128166","0.002476765655048907","score[0.002476765655048907]","0.02476765655048907","852.0","0.001044474444130377","88.78","0.002476765655048907","85.2","1000","-1","1000","Epoch=1000,Best=0.002476765655048907,Worst=0.002476765655048907,Mean=0.002476765655048907,Stdev=0.0.","167625","Best=0.002476765655048907,Worst=0.1722856369656669,Mean=0.04065336970958865,Stdev=0.0366388940613363."
"84.9","100.0","88.85120000000006","0.0018400849553250592","100.0","90.15819999999994","0.005960813920861544","0.6203632245849859","0.004317790387959231","0.00581887286038031","score[0.00581887286038031]","0.059609384119629766","830.0","0.0021920709656956124","87.34","0.005960938411962977","83.0","1000","-1","1000","Epoch=1000,Best=0.005960938411962977,Worst=0.005960938411962977,Mean=0.005960938411962977,Stdev=0.0.","167750","Best=0.00581887286038031,Worst=0.19623924949608865,Mean=0.057123179346149966,Stdev=0.048637905874869325."
"86.5","100.0","90.53640000000001","7.13482644725911E-4","100.0","89.71620000000003","0.0036574810708888427","0.5788009676360287","0.003009627350183177","0.0036129799177140815","score[0.0036129799177140815]","0.036574810708888426","848.0","0.0013573315704749134","87.3","0.0036574810708888427","84.8","1000","-1","1000","Epoch=1000,Best=0.0036574810708888427,Worst=0.0036574810708888427,Mean=0.0036574810708888427,Stdev=0.0.","167469","Best=0.0036129799177140815,Worst=0.22045411149037086,Mean=0.04586235306056579,Stdev=0.04494676660257819."
"85.46000000000001","100.0","88.71959999999999","0.0011249675249624016","100.0","87.69959999999999","0.002109481859625901","0.6491306154622184","0.001362531659415658","0.0021045123695452887","score[0.0021045123695452887]","0.021095200706121368","804.0","8.104341193895012E-4","84.34","0.002109520070612137","80.4","1000","-1","1000","Epoch=1000,Best=0.002109520070612137,Worst=0.002109520070612137,Mean=0.002109520070612137,Stdev=0.0.","167797","Best=0.0021045123695452887,Worst=0.14850229259969064,Mean=0.03541100763292465,Stdev=0.031386865120585285."
"86.7","100.0","88.87480000000004","0.002240501158531043","100.0","89.42260000000005","0.005710844132773745","0.5217067243083017","0.0038169515126143597","0.005710860065464828","score[0.005710860065464828]","0.057108600654648276","834.0","0.00220855387099701","86.42","0.005710860065464828","83.4","1000","-1","1000","Epoch=1000,Best=0.005710860065464828,Worst=0.005710860065464828,Mean=0.005710860065464828,Stdev=0.0.","167703","Best=0.005710860065464828,Worst=0.23807487850091896,Mean=0.07338884725632241,Stdev=0.05586058070938013."
"86.64000000000001","100.0","89.43419999999989","0.0027152249120848985","100.0","89.609","0.01297798346827756","0.5127208053169869","0.010701246520953365","0.012977988462346416","score[0.012977988462346416]","0.12977988462346415","852.0","0.00531097034315132","86.88","0.012977988462346416","85.2","1000","-1","1000","Epoch=1000,Best=0.012977988462346416,Worst=0.012977988462346416,Mean=0.012977988462346416,Stdev=0.0.","167937","Best=0.012977988462346416,Worst=0.16694227058847078,Mean=0.04911244899464103,Stdev=0.031082747253940814."
"85.58","100.0","88.4738","0.007783969616042071","100.0","89.29780000000001","0.02573539517805253","0.45914538709418623","0.0182737696172809","0.025381260506277942","score[0.025381260506277942]","0.25735419661335285","868.0","0.010760077400262202","85.30000000000001","0.025735419661335284","86.8","1000","-1","1000","Epoch=1000,Best=0.025735419661335284,Worst=0.025735419661335284,Mean=0.025735419661335284,Stdev=0.0.","168219","Best=0.025381260506277942,Worst=0.17034968003933781,Mean=0.06591145767907947,Stdev=0.03725813363733904."
"86.38000000000002","100.0","88.34280000000003","0.001763199432129703","100.0","89.65360000000003","0.007463635686665136","0.655841285147952","0.006259883708275428","0.007463635699583535","score[0.007463635699583535]","0.07463635699583535","840.0","0.002879601618399952","86.61999999999999","0.007463635699583535","84.0","1000","-1","1000","Epoch=1000,Best=0.007463635699583535,Worst=0.007463635699583535,Mean=0.007463635699583535,Stdev=0.0.","168062","Best=0.007463635699583535,Worst=0.1921160154164852,Mean=0.06884321286843773,Stdev=0.05324622149842557."
"87.57999999999998","100.0","90.27139999999994","0.0015105404269699176","100.0","89.903","0.004958870253498426","0.6450976029269244","0.0037085795571836547","0.004958937560864373","score[0.004958937560864373]","0.04958937560864373","830.0","0.002046884447620021","87.1","0.004958937560864373","83.0","1000","-1","1000","Epoch=1000,Best=0.004958937560864373,Worst=0.004958937560864373,Mean=0.004958937560864373,Stdev=0.0.","168141","Best=0.004958937560864373,Worst=0.1941227109501666,Mean=0.04488638590133973,Stdev=0.0358661158794852."
"86.28","100.0","88.93259999999997","0.004667830655448395","100.0","89.47160000000007","0.022268126139443158","0.63100818407718","0.019337308900804588","0.02130209298136877","score[0.02130209298136877]","0.22268507511045907","856.0","0.009361883890627325","86.52000000000001","0.022268507511045907","85.6","1000","-1","1000","Epoch=1000,Best=0.022268507511045907,Worst=0.022268507511045907,Mean=0.022268507511045907,Stdev=0.0.","168063","Best=0.02130209298136877,Worst=0.1897579029145509,Mean=0.0778603915019165,Stdev=0.04233297871887563."
"86.11999999999998","100.0","90.08900000000003","0.004491053770605319","100.0","87.62360000000004","0.010843340445213538","0.5412044482003947","0.00937518868350739","0.008225288773924876","score[0.008225288773924876]","0.12865157939337582","824.0","0.005258896971090894","81.51999999999998","0.012865157939337582","82.4","1000","-1","1000","Epoch=1000,Best=0.012865157939337582,Worst=0.012865157939337582,Mean=0.012865157939337582,Stdev=0.0.","167640","Best=0.008225288773924876,Worst=0.21881683617991401,Mean=0.05231910830365767,Stdev=0.048752018249309595."
"85.46000000000001","100.0","87.29299999999999","5.527438008424378E-4","100.0","88.6016","0.008612673085602143","0.6039721702902393","0.008522260081656768","0.00861502490894209","score[0.00861502490894209]","0.0861502490894209","858.0","0.0037845427718339215","85.82","0.00861502490894209","85.8","1000","-1","1000","Epoch=1000,Best=0.00861502490894209,Worst=0.00861502490894209,Mean=0.00861502490894209,Stdev=0.0.","167656","Best=0.00861502490894209,Worst=0.20018071164444495,Mean=0.0634076270683538,Stdev=0.04064218094349385."
"87.06000000000002","100.0","89.75440000000002","7.564057542049457E-4","100.0","89.07240000000002","0.004253607559090195","0.5727769600303947","0.004408640810957977","0.0042537564569174935","score[0.0042537564569174935]","0.042537564569174936","844.0","0.001608723863570299","86.66000000000001","0.0042537564569174935","84.4","1000","-1","1000","Epoch=1000,Best=0.0042537564569174935,Worst=0.0042537564569174935,Mean=0.0042537564569174935,Stdev=0.0.","167829","Best=0.0042537564569174935,Worst=0.20261829731269526,Mean=0.07400334068099654,Stdev=0.049125647002450167."
