# Experimental Run Tue Feb 12 03:47:44 CST 2008
Absolute Cell Error (AbCE),Antigen Average Diversity (AAD),Average BMU Per Antigen (ABMU/Antigen),Average Cell Diversity (ACD),Average Cell Diversity Ratio (ACDR),Average Cell Error (ACE),Average Cell Mapped Diversity (ACMD),Average Mapped BMU Euclidean Error (AMBMUEE),Average Mapped BMU Hamming Error (AMBMUHE),Average Network Cell Diversity (ANCD),Best Score,Best Solution,Cell Set Absolute Eucldiean Error (CSAbEE),Cell Set Absolute Hamming Error (CSAbHE),Cell Set Average Component Euclidean Error (CSACEE),Cell Set Average Diversity (CSAD),Cell Set Average Eucldiean Error (CSAEE),Cell Set Average Hamming Error (CSAHE),Epoch Count,EpochLocatedOptimalScore,Evaluation Count,Last Epoch Summary,Response Error (RE),Run Time Milliseconds,Score Summary
"NaN","86.85999999999999","NaN","91.8272","91.8272","NaN","91.57039999999999","0.16877747854902975","95.6","183.3976","0.28160001769831844","score[0.28160001769831844]","4.344417802178101","984.0","NaN","47.1","0.4344417802178101","98.4","1000","-1","1000","Epoch=1000,Best=0.4344417802178101,Worst=0.4344417802178101,Mean=0.4344417802178101,Stdev=0.0.","0.4344417802178101","184157","Best=0.28160001769831844,Worst=0.8091557966850316,Mean=0.47297028994384166,Stdev=0.06578084235842702."
"NaN","85.58","NaN","91.90060000000001","91.90060000000001","NaN","91.1664","0.17424191937599057","94.2","183.0670000000001","0.29518340578597935","score[0.29518340578597935]","5.342803067475743","921.0","NaN","85.47999999999999","0.5342803067475743","92.1","1000","-1","1000","Epoch=1000,Best=0.5342803067475743,Worst=0.5342803067475743,Mean=0.5342803067475743,Stdev=0.0.","0.5342803067475743","184328","Best=0.29518340578597935,Worst=0.7152230377707869,Mean=0.4978795137886971,Stdev=0.06782401899487407."
"NaN","86.64","NaN","91.5706","91.5706","NaN","91.86679999999998","0.20940873984629071","94.0","183.43740000000005","0.37077906996307575","score[0.37077906996307575]","6.4734682321396075","982.0","NaN","86.48","0.6473468232139608","98.2","1000","-1","1000","Epoch=1000,Best=0.6473468232139608,Worst=0.6473468232139608,Mean=0.6473468232139608,Stdev=0.0.","0.6473468232139608","183922","Best=0.37077906996307575,Worst=0.8026375489891946,Mean=0.5729901476341975,Stdev=0.07129977698861673."
"NaN","85.86","NaN","91.65359999999997","91.65359999999997","NaN","91.93820000000001","0.1830646675727497","95.0","183.59179999999992","0.34256833654580066","score[0.34256833654580066]","5.03381783835882","944.0","NaN","78.1","0.503381783835882","94.4","1000","-1","1000","Epoch=1000,Best=0.503381783835882,Worst=0.503381783835882,Mean=0.503381783835882,Stdev=0.0.","0.503381783835882","183875","Best=0.34256833654580066,Worst=0.7581706022949077,Mean=0.5487119102703745,Stdev=0.07231862563485161."
"NaN","84.9","NaN","91.19500000000002","91.19500000000002","NaN","90.8418","0.18760502562010695","95.9","182.03679999999997","0.337470988214817","score[0.337470988214817]","5.745912649735834","958.0","NaN","63.78000000000001","0.5745912649735834","95.8","1000","-1","1000","Epoch=1000,Best=0.5745912649735834,Worst=0.5745912649735834,Mean=0.5745912649735834,Stdev=0.0.","0.5745912649735834","184265","Best=0.337470988214817,Worst=0.8247121690242117,Mean=0.5513731311305623,Stdev=0.06883661766727665."
"NaN","86.5","NaN","92.1156","92.1156","NaN","91.13480000000001","0.1522862264007613","91.6","183.2504","0.35167329319638563","score[0.35167329319638563]","4.379888657318028","996.0","NaN","70.78","0.4379888657318028","99.6","1000","-1","1000","Epoch=1000,Best=0.4379888657318028,Worst=0.4379888657318028,Mean=0.4379888657318028,Stdev=0.0.","0.4379888657318028","183953","Best=0.35167329319638563,Worst=0.7245127182125682,Mean=0.5093201897975596,Stdev=0.06182659963009319."
"NaN","85.46000000000001","NaN","91.93620000000003","91.93620000000003","NaN","92.1954","0.21727794110959753","98.0","184.1316","0.34231095262500844","score[0.34231095262500844]","5.8583649049143895","982.0","NaN","78.5","0.5858364904914389","98.2","1000","-1","1000","Epoch=1000,Best=0.5858364904914389,Worst=0.5858364904914389,Mean=0.5858364904914389,Stdev=0.0.","0.5858364904914389","184172","Best=0.34231095262500844,Worst=0.842179533931177,Mean=0.5768067726091171,Stdev=0.07627097416311258."
"NaN","86.7","NaN","91.82880000000002","91.82880000000002","NaN","92.11820000000003","0.2071887005036098","98.1","183.947","0.30391778532149116","score[0.30391778532149116]","4.1947354170944715","972.0","NaN","44.22","0.4194735417094472","97.2","1000","-1","1000","Epoch=1000,Best=0.4194735417094472,Worst=0.4194735417094472,Mean=0.4194735417094472,Stdev=0.0.","0.4194735417094472","183734","Best=0.30391778532149116,Worst=0.7991994772968741,Mean=0.5666775487402638,Stdev=0.07724533475454767."
"NaN","86.64000000000001","NaN","91.75539999999997","91.75539999999997","NaN","91.75719999999995","0.0943444390275414","92.8","183.51260000000005","0.24383835628233236","score[0.24383835628233236]","4.038981633596273","926.0","NaN","75.56","0.4038981633596273","92.6","1000","-1","1000","Epoch=1000,Best=0.4038981633596273,Worst=0.4038981633596273,Mean=0.4038981633596273,Stdev=0.0.","0.4038981633596273","184079","Best=0.24383835628233236,Worst=0.6573390047026251,Mean=0.46374654431306245,Stdev=0.06497205881958988."
"NaN","85.58","NaN","92.87039999999999","92.87039999999999","NaN","91.7978","0.11543613222804797","94.4","184.66819999999998","0.3074589867687202","score[0.3074589867687202]","6.030500564349093","930.0","NaN","73.10000000000001","0.6030500564349093","93.0","1000","-1","1000","Epoch=1000,Best=0.6030500564349093,Worst=0.6030500564349093,Mean=0.6030500564349093,Stdev=0.0.","0.6030500564349093","184171","Best=0.3074589867687202,Worst=0.8064943993817588,Mean=0.5240057651643991,Stdev=0.07883636192786929."
