# Experimental Run Tue Feb 12 02:15:43 CST 2008
Absolute Cell Error (AbCE),Antigen Average Diversity (AAD),Average BMU Per Antigen (ABMU/Antigen),Average Cell Diversity (ACD),Average Cell Diversity Ratio (ACDR),Average Cell Error (ACE),Average Cell Mapped Diversity (ACMD),Average Mapped BMU Euclidean Error (AMBMUEE),Average Mapped BMU Hamming Error (AMBMUHE),Average Network Cell Diversity (ANCD),Best Score,Best Solution,Cell Set Absolute Eucldiean Error (CSAbEE),Cell Set Absolute Hamming Error (CSAbHE),Cell Set Average Component Euclidean Error (CSACEE),Cell Set Average Diversity (CSAD),Cell Set Average Eucldiean Error (CSAEE),Cell Set Average Hamming Error (CSAHE),Epoch Count,EpochLocatedOptimalScore,Evaluation Count,Last Epoch Summary,Response Error (RE),Run Time Milliseconds,Score Summary
"NaN","86.38000000000002","NaN","91.8556","91.8556","NaN","91.24879999999997","0.19732454356949564","94.5","183.10440000000003","0.36633033843509766","score[0.36633033843509766]","6.137764143604633","956.0","NaN","64.58","0.6137764143604633","95.6","1000","-1","1000","Epoch=1000,Best=0.6137764143604633,Worst=0.6137764143604633,Mean=0.6137764143604633,Stdev=0.0.","0.6137764143604633","183906","Best=0.36633033843509766,Worst=0.8229351958769444,Mean=0.5824914113410884,Stdev=0.07254278819478084."
"NaN","87.57999999999998","NaN","90.97320000000002","90.97320000000002","NaN","91.74440000000003","0.15340327215532246","91.0","182.71760000000003","0.32078602758864594","score[0.32078602758864594]","4.508934243194948","982.0","NaN","82.14","0.45089342431949475","98.2","1000","-1","1000","Epoch=1000,Best=0.45089342431949475,Worst=0.45089342431949475,Mean=0.45089342431949475,Stdev=0.0.","0.45089342431949475","184047","Best=0.32078602758864594,Worst=0.7983375225611211,Mean=0.5452412495615239,Stdev=0.0677626344411974."
"NaN","86.28","NaN","91.48279999999997","91.48279999999997","NaN","91.67460000000001","0.18557543201367285","95.6","183.15740000000005","0.3886463947400571","score[0.3886463947400571]","6.52077147246006","993.0","NaN","81.7","0.6520771472460061","99.3","1000","-1","1000","Epoch=1000,Best=0.6520771472460061,Worst=0.6520771472460061,Mean=0.6520771472460061,Stdev=0.0.","0.6520771472460061","184141","Best=0.3886463947400571,Worst=0.777931841317715,Mean=0.5638181867040675,Stdev=0.06876084774590346."
"NaN","86.11999999999998","NaN","91.61020000000002","91.61020000000002","NaN","92.18099999999998","0.161622865271776","91.2","183.79120000000006","0.2666224969706132","score[0.2666224969706132]","5.135352481416872","995.0","NaN","71.34","0.5135352481416872","99.5","1000","-1","1000","Epoch=1000,Best=0.5135352481416872,Worst=0.5135352481416872,Mean=0.5135352481416872,Stdev=0.0.","0.5135352481416872","184187","Best=0.2666224969706132,Worst=0.6779390529950965,Mean=0.4644107450023725,Stdev=0.06402293422366057."
"NaN","85.46000000000001","NaN","91.36759999999998","91.36759999999998","NaN","91.17659999999998","0.16081359456698346","93.1","182.54420000000002","0.3338901019737604","score[0.3338901019737604]","5.512416416014282","979.0","NaN","74.36000000000001","0.5512416416014282","97.9","1000","-1","1000","Epoch=1000,Best=0.5512416416014282,Worst=0.5512416416014282,Mean=0.5512416416014282,Stdev=0.0.","0.5512416416014282","184110","Best=0.3338901019737604,Worst=0.7685930544812781,Mean=0.5590045599441925,Stdev=0.07192733147941745."
"NaN","87.06000000000002","NaN","91.92200000000001","91.92200000000001","NaN","91.6602","0.16771427646339104","96.0","183.5822","0.3574524451254184","score[0.3574524451254184]","5.977373802818786","946.0","NaN","79.38000000000001","0.5977373802818786","94.6","1000","-1","1000","Epoch=1000,Best=0.5977373802818786,Worst=0.5977373802818786,Mean=0.5977373802818786,Stdev=0.0.","0.5977373802818786","183984","Best=0.3574524451254184,Worst=0.7741819026428343,Mean=0.5302278021406164,Stdev=0.07008445488458344."
"NaN","84.74","NaN","91.16460000000005","91.16460000000005","NaN","91.84799999999997","0.1966966304608569","91.8","183.01259999999994","0.41481385842178903","score[0.41481385842178903]","5.445617469580471","971.0","NaN","77.44","0.544561746958047","97.1","1000","-1","1000","Epoch=1000,Best=0.544561746958047,Worst=0.544561746958047,Mean=0.544561746958047,Stdev=0.0.","0.544561746958047","183984","Best=0.41481385842178903,Worst=0.8689571565473526,Mean=0.6258168743171962,Stdev=0.0796360778158713."
"NaN","87.12000000000002","NaN","91.55520000000003","91.55520000000003","NaN","91.97980000000001","0.15185051761319338","96.1","183.53499999999997","0.3112052154671027","score[0.3112052154671027]","5.456507953726998","967.0","NaN","80.14","0.5456507953726998","96.7","1000","-1","1000","Epoch=1000,Best=0.5456507953726998,Worst=0.5456507953726998,Mean=0.5456507953726998,Stdev=0.0.","0.5456507953726998","184141","Best=0.3112052154671027,Worst=0.7784808710392987,Mean=0.5520474023645509,Stdev=0.07216789762017024."
"NaN","85.9","NaN","91.91440000000003","91.91440000000003","NaN","91.6764","0.15085772122518512","93.9","183.59079999999997","0.35604146600810604","score[0.35604146600810604]","5.990151756313047","950.0","NaN","77.1","0.5990151756313047","95.0","1000","-1","1000","Epoch=1000,Best=0.5990151756313047,Worst=0.5990151756313047,Mean=0.5990151756313047,Stdev=0.0.","0.5990151756313047","184046","Best=0.35604146600810604,Worst=0.7933738995784944,Mean=0.558375026002691,Stdev=0.07243638763363633."
"NaN","87.4","NaN","91.81739999999999","91.81739999999999","NaN","92.30059999999996","0.20613358799707343","97.3","184.11800000000002","0.3008475213262376","score[0.3008475213262376]","5.853561312035427","921.0","NaN","66.9","0.5853561312035427","92.1","1000","-1","1000","Epoch=1000,Best=0.5853561312035427,Worst=0.5853561312035427,Mean=0.5853561312035427,Stdev=0.0.","0.5853561312035427","184235","Best=0.3008475213262376,Worst=0.7500480319700198,Mean=0.5148845676836048,Stdev=0.07002582970416424."
"NaN","83.9","NaN","91.14999999999995","91.14999999999995","NaN","91.35600000000001","0.13293765785641606","93.5","182.50599999999994","0.3969921208436304","score[0.3969921208436304]","4.779435793943373","957.0","NaN","73.84","0.4779435793943373","95.7","1000","-1","1000","Epoch=1000,Best=0.4779435793943373,Worst=0.4779435793943373,Mean=0.4779435793943373,Stdev=0.0.","0.4779435793943373","183922","Best=0.3969921208436304,Worst=0.8292857860003877,Mean=0.6013618004371127,Stdev=0.07674543581992546."
"NaN","87.12","NaN","92.17519999999993","92.17519999999993","NaN","91.61080000000001","0.16035109040917547","94.3","183.78599999999992","0.32413990626710387","score[0.32413990626710387]","5.127612195530505","951.0","NaN","78.9","0.5127612195530504","95.1","1000","-1","1000","Epoch=1000,Best=0.5127612195530504,Worst=0.5127612195530504,Mean=0.5127612195530504,Stdev=0.0.","0.5127612195530504","184766","Best=0.32413990626710387,Worst=0.7901735009087407,Mean=0.5434400051615902,Stdev=0.0743347215894434."
"NaN","86.88000000000001","NaN","91.21759999999996","91.21759999999996","NaN","91.84119999999997","0.11862708007176444","94.5","183.05880000000002","0.3530231877359958","score[0.3530231877359958]","4.677568556303048","970.0","NaN","70.08","0.4677568556303048","97.0","1000","-1","1000","Epoch=1000,Best=0.4677568556303048,Worst=0.4677568556303048,Mean=0.4677568556303048,Stdev=0.0.","0.4677568556303048","184219","Best=0.3530231877359958,Worst=0.84617946746415,Mean=0.541160553855187,Stdev=0.0733154899900674."
"NaN","86.82000000000001","NaN","91.39300000000001","91.39300000000001","NaN","91.96359999999997","0.2466122059205437","95.9","183.3566","0.3553877107251263","score[0.3553877107251263]","5.091117037750932","965.0","NaN","71.36","0.5091117037750932","96.5","1000","-1","1000","Epoch=1000,Best=0.5091117037750932,Worst=0.5091117037750932,Mean=0.5091117037750932,Stdev=0.0.","0.5091117037750932","183938","Best=0.3553877107251263,Worst=0.9325690667604747,Mean=0.6012701820877815,Stdev=0.07515558374269037."
"NaN","85.56000000000002","NaN","91.32520000000002","91.32520000000002","NaN","91.93220000000001","0.3078726558940719","100.1","183.2574","0.3674106206645657","score[0.3674106206645657]","5.813015072899753","969.0","NaN","67.98","0.5813015072899753","96.9","1000","-1","1000","Epoch=1000,Best=0.5813015072899753,Worst=0.5813015072899753,Mean=0.5813015072899753,Stdev=0.0.","0.5813015072899753","184047","Best=0.3674106206645657,Worst=0.8596788902795284,Mean=0.6001350969777666,Stdev=0.07953777520854496."
"NaN","87.48","NaN","92.12320000000001","92.12320000000001","NaN","92.39180000000005","0.17968414177584796","98.0","184.51499999999996","0.3052766125594106","score[0.3052766125594106]","5.807356864036196","959.0","NaN","82.02000000000001","0.5807356864036196","95.9","1000","-1","1000","Epoch=1000,Best=0.5807356864036196,Worst=0.5807356864036196,Mean=0.5807356864036196,Stdev=0.0.","0.5807356864036196","184125","Best=0.3052766125594106,Worst=0.745521822693521,Mean=0.5335984662757431,Stdev=0.06982703291141393."
"NaN","87.1","NaN","91.81880000000002","91.81880000000002","NaN","91.70059999999998","0.13643483526895686","100.2","183.51939999999996","0.3403019706449471","score[0.3403019706449471]","5.089627845104194","957.0","NaN","82.03999999999999","0.5089627845104194","95.7","1000","-1","1000","Epoch=1000,Best=0.5089627845104194,Worst=0.5089627845104194,Mean=0.5089627845104194,Stdev=0.0.","0.5089627845104194","184016","Best=0.3403019706449471,Worst=0.8335430295520112,Mean=0.5591827993194415,Stdev=0.0778859976545606."
"NaN","86.72","NaN","91.75260000000006","91.75260000000006","NaN","91.80400000000002","0.14332154884127335","91.8","183.55659999999997","0.3493116391638184","score[0.3493116391638184]","5.148438645918172","977.0","NaN","74.49999999999999","0.5148438645918172","97.7","1000","-1","1000","Epoch=1000,Best=0.5148438645918172,Worst=0.5148438645918172,Mean=0.5148438645918172,Stdev=0.0.","0.5148438645918172","183969","Best=0.3493116391638184,Worst=0.7748761134023053,Mean=0.545211407240366,Stdev=0.06927960169638873."
"NaN","87.32","NaN","92.03460000000001","92.03460000000001","NaN","91.90099999999997","0.1728312440788954","87.4","183.93560000000005","0.35930617777821283","score[0.35930617777821283]","5.557600560759843","937.0","NaN","73.61999999999999","0.5557600560759843","93.7","1000","-1","1000","Epoch=1000,Best=0.5557600560759843,Worst=0.5557600560759843,Mean=0.5557600560759843,Stdev=0.0.","0.5557600560759843","184047","Best=0.35930617777821283,Worst=0.8617116758431361,Mean=0.5995442710207715,Stdev=0.07741195284317005."
"NaN","86.25999999999999","NaN","92.0034","92.0034","NaN","90.9558","0.16246223011510613","101.2","182.9592","0.3371789849768356","score[0.3371789849768356]","5.765087052598371","923.0","NaN","68.4","0.5765087052598371","92.3","1000","-1","1000","Epoch=1000,Best=0.5765087052598371,Worst=0.5765087052598371,Mean=0.5765087052598371,Stdev=0.0.","0.5765087052598371","184172","Best=0.3371789849768356,Worst=0.8900741378121119,Mean=0.5458127424356349,Stdev=0.07189278117911921."
