# Experimental Run Tue Feb 12 06:51:34 CST 2008
Absolute Cell Error (AbCE),Antigen Average Diversity (AAD),Average BMU Per Antigen (ABMU/Antigen),Average Cell Diversity (ACD),Average Cell Diversity Ratio (ACDR),Average Cell Error (ACE),Average Cell Mapped Diversity (ACMD),Average Mapped BMU Euclidean Error (AMBMUEE),Average Mapped BMU Hamming Error (AMBMUHE),Average Network Cell Diversity (ANCD),Best Score,Best Solution,Cell Set Absolute Eucldiean Error (CSAbEE),Cell Set Absolute Hamming Error (CSAbHE),Cell Set Average Component Euclidean Error (CSACEE),Cell Set Average Diversity (CSAD),Cell Set Average Eucldiean Error (CSAEE),Cell Set Average Hamming Error (CSAHE),Epoch Count,EpochLocatedOptimalScore,Evaluation Count,Last Epoch Summary,Response Error (RE),Run Time Milliseconds,Score Summary
"NaN","86.85999999999999","NaN","91.89700000000005","91.89700000000005","NaN","91.51059999999995","0.17272849803299078","93.3","183.4076000000001","0.36784535835625315","score[0.36784535835625315]","4.479857071864565","947.0","NaN","75.31999999999998","0.44798570718645647","94.7","1000","-1","1000","Epoch=1000,Best=0.44798570718645647,Worst=0.44798570718645647,Mean=0.44798570718645647,Stdev=0.0.","0.44798570718645647","183906","Best=0.36784535835625315,Worst=0.859171132192739,Mean=0.5971527352134939,Stdev=0.08358703487630756."
"NaN","85.58","NaN","92.28500000000003","92.28500000000003","NaN","91.681","0.12044758462045","92.1","183.966","0.38486933099527165","score[0.38486933099527165]","6.361346769061453","965.0","NaN","78.55999999999999","0.6361346769061453","96.5","1000","-1","1000","Epoch=1000,Best=0.6361346769061453,Worst=0.6361346769061453,Mean=0.6361346769061453,Stdev=0.0.","0.6361346769061453","183766","Best=0.38486933099527165,Worst=0.8137775806542672,Mean=0.5800169464278825,Stdev=0.07123698841328936."
"NaN","86.64","NaN","91.37619999999998","91.37619999999998","NaN","91.79200000000003","0.12827075795618895","92.4","183.16819999999996","0.42000693192190053","score[0.42000693192190053]","5.4401658691670365","961.0","NaN","71.50000000000001","0.5440165869167036","96.1","1000","-1","1000","Epoch=1000,Best=0.5440165869167036,Worst=0.5440165869167036,Mean=0.5440165869167036,Stdev=0.0.","0.5440165869167036","183640","Best=0.42000693192190053,Worst=0.8754206173852378,Mean=0.6267433250647092,Stdev=0.06751702844529764."
"NaN","85.86","NaN","91.08259999999999","91.08259999999999","NaN","91.99960000000003","0.1469397079322951","94.0","183.08219999999997","0.40867052426003053","score[0.40867052426003053]","7.4672672718004485","960.0","NaN","75.26000000000002","0.7467267271800448","96.0","1000","-1","1000","Epoch=1000,Best=0.7467267271800448,Worst=0.7467267271800448,Mean=0.7467267271800448,Stdev=0.0.","0.7467267271800448","183687","Best=0.40867052426003053,Worst=0.8677716948292291,Mean=0.6292525722035509,Stdev=0.07265127015196654."
"NaN","84.9","NaN","92.4448","92.4448","NaN","91.61339999999997","0.2033687672620974","94.9","184.05820000000006","0.4516740447713875","score[0.4516740447713875]","6.203592562716082","960.0","NaN","66.46","0.6203592562716083","96.0","1000","-1","1000","Epoch=1000,Best=0.6203592562716083,Worst=0.6203592562716083,Mean=0.6203592562716083,Stdev=0.0.","0.6203592562716083","183782","Best=0.4516740447713875,Worst=0.923240482176767,Mean=0.6599265695335955,Stdev=0.07671341180644439."
"NaN","86.5","NaN","91.19239999999998","91.19239999999998","NaN","91.32339999999998","0.12307441602190657","93.5","182.5158","0.446928684264416","score[0.446928684264416]","5.696624281638935","944.0","NaN","53.9","0.5696624281638936","94.4","1000","-1","1000","Epoch=1000,Best=0.5696624281638936,Worst=0.5696624281638936,Mean=0.5696624281638936,Stdev=0.0.","0.5696624281638936","183797","Best=0.446928684264416,Worst=0.8633571042933745,Mean=0.6095506481465351,Stdev=0.06665751420099765."
"NaN","85.46000000000001","NaN","91.49740000000003","91.49740000000003","NaN","91.77399999999997","0.09046564279035613","89.1","183.27139999999997","0.4198490159181142","score[0.4198490159181142]","6.723519279017909","975.0","NaN","80.64000000000001","0.6723519279017909","97.5","1000","-1","1000","Epoch=1000,Best=0.6723519279017909,Worst=0.6723519279017909,Mean=0.6723519279017909,Stdev=0.0.","0.6723519279017909","183859","Best=0.4198490159181142,Worst=0.8706426812407514,Mean=0.6455473977273578,Stdev=0.0770076843271506."
"NaN","86.7","NaN","91.09060000000004","91.09060000000004","NaN","92.13639999999995","0.08988006143385151","92.0","183.22700000000003","0.4211666533857931","score[0.4211666533857931]","7.385432035509997","957.0","NaN","65.75999999999999","0.7385432035509998","95.7","1000","-1","1000","Epoch=1000,Best=0.7385432035509998,Worst=0.7385432035509998,Mean=0.7385432035509998,Stdev=0.0.","0.7385432035509998","183500","Best=0.4211666533857931,Worst=0.9498380316087733,Mean=0.6831922682313313,Stdev=0.0945320026528763."
"NaN","86.64000000000001","NaN","92.44519999999994","92.44519999999994","NaN","92.06480000000005","0.15564277858513598","97.1","184.51","0.34757390048406256","score[0.34757390048406256]","6.101092436155228","973.0","NaN","69.34","0.6101092436155228","97.3","1000","-1","1000","Epoch=1000,Best=0.6101092436155228,Worst=0.6101092436155228,Mean=0.6101092436155228,Stdev=0.0.","0.6101092436155228","183859","Best=0.34757390048406256,Worst=0.8150942148275545,Mean=0.5835110843758682,Stdev=0.07192317448952175."
"NaN","85.58","NaN","91.59600000000002","91.59600000000002","NaN","91.48360000000002","0.16992920359959918","91.8","183.0795999999999","0.40034957162531254","score[0.40034957162531254]","8.246455759499229","928.0","NaN","38.339999999999996","0.8246455759499229","92.8","1000","-1","1000","Epoch=1000,Best=0.8246455759499229,Worst=0.8246455759499229,Mean=0.8246455759499229,Stdev=0.0.","0.8246455759499229","183766","Best=0.40034957162531254,Worst=0.9267114253838109,Mean=0.6799006450800704,Stdev=0.09037213982807624."
