# Experimental Run Tue Feb 12 05:19:40 CST 2008
Absolute Cell Error (AbCE),Antigen Average Diversity (AAD),Average BMU Per Antigen (ABMU/Antigen),Average Cell Diversity (ACD),Average Cell Diversity Ratio (ACDR),Average Cell Error (ACE),Average Cell Mapped Diversity (ACMD),Average Mapped BMU Euclidean Error (AMBMUEE),Average Mapped BMU Hamming Error (AMBMUHE),Average Network Cell Diversity (ANCD),Best Score,Best Solution,Cell Set Absolute Eucldiean Error (CSAbEE),Cell Set Absolute Hamming Error (CSAbHE),Cell Set Average Component Euclidean Error (CSACEE),Cell Set Average Diversity (CSAD),Cell Set Average Eucldiean Error (CSAEE),Cell Set Average Hamming Error (CSAHE),Epoch Count,EpochLocatedOptimalScore,Evaluation Count,Last Epoch Summary,Response Error (RE),Run Time Milliseconds,Score Summary
"NaN","86.85999999999999","NaN","91.56999999999998","91.56999999999998","NaN","91.9128","0.124068962595739","100.9","183.4828","0.3364385174230228","score[0.3364385174230228]","5.88481968249082","941.0","NaN","75.0","0.5884819682490819","94.1","1000","-1","1000","Epoch=1000,Best=0.5884819682490819,Worst=0.5884819682490819,Mean=0.5884819682490819,Stdev=0.0.","0.5884819682490819","183922","Best=0.3364385174230228,Worst=0.8546335247576969,Mean=0.5889272347154395,Stdev=0.08396732899054893."
"NaN","85.58","NaN","91.34940000000005","91.34940000000005","NaN","91.67319999999998","0.07802955606354478","92.8","183.02259999999995","0.38397847486427195","score[0.38397847486427195]","6.030134295317771","939.0","NaN","73.2","0.6030134295317771","93.9","1000","-1","1000","Epoch=1000,Best=0.6030134295317771,Worst=0.6030134295317771,Mean=0.6030134295317771,Stdev=0.0.","0.6030134295317771","183875","Best=0.38397847486427195,Worst=0.803408109051221,Mean=0.5925081320258475,Stdev=0.07038704870434016."
"NaN","86.64","NaN","91.6962","91.6962","NaN","91.0482","0.16916452437687537","94.3","182.7444","0.38085005636767655","score[0.38085005636767655]","6.803415183803072","983.0","NaN","75.06","0.6803415183803072","98.3","1000","-1","1000","Epoch=1000,Best=0.6803415183803072,Worst=0.6803415183803072,Mean=0.6803415183803072,Stdev=0.0.","0.6803415183803072","183938","Best=0.38085005636767655,Worst=0.8566885634069425,Mean=0.6337102281888579,Stdev=0.07490455080567167."
"NaN","85.86","NaN","92.46879999999999","92.46879999999999","NaN","91.33159999999998","0.11933608351474703","96.8","183.80039999999997","0.3775601826685423","score[0.3775601826685423]","5.916570750686367","971.0","NaN","67.84","0.5916570750686367","97.1","1000","-1","1000","Epoch=1000,Best=0.5916570750686367,Worst=0.5916570750686367,Mean=0.5916570750686367,Stdev=0.0.","0.5916570750686367","183625","Best=0.3775601826685423,Worst=0.8557196218043416,Mean=0.6177566960013993,Stdev=0.06972708796400769."
"NaN","84.9","NaN","91.62139999999998","91.62139999999998","NaN","92.19020000000002","0.23274361136002897","95.5","183.81159999999997","0.42651954023332966","score[0.42651954023332966]","6.7003620788503255","953.0","NaN","73.72","0.6700362078850326","95.3","1000","-1","1000","Epoch=1000,Best=0.6700362078850326,Worst=0.6700362078850326,Mean=0.6700362078850326,Stdev=0.0.","0.6700362078850326","183843","Best=0.42651954023332966,Worst=0.8511566703468569,Mean=0.6523200068071356,Stdev=0.07375286134792869."
"NaN","86.5","NaN","91.58380000000002","91.58380000000002","NaN","91.81480000000002","0.15115198077122155","93.8","183.39859999999993","0.3938144319828331","score[0.3938144319828331]","5.250042351672094","943.0","NaN","68.0","0.5250042351672094","94.3","1000","-1","1000","Epoch=1000,Best=0.5250042351672094,Worst=0.5250042351672094,Mean=0.5250042351672094,Stdev=0.0.","0.5250042351672094","183750","Best=0.3938144319828331,Worst=0.8144559266705491,Mean=0.5830202075898862,Stdev=0.06878788363210632."
"NaN","85.46000000000001","NaN","91.52239999999996","91.52239999999996","NaN","91.72079999999997","0.17307165322098486","98.0","183.24320000000014","0.441601552171283","score[0.441601552171283]","6.1344208284406525","927.0","NaN","69.76","0.6134420828440652","92.7","1000","-1","1000","Epoch=1000,Best=0.6134420828440652,Worst=0.6134420828440652,Mean=0.6134420828440652,Stdev=0.0.","0.6134420828440652","183672","Best=0.441601552171283,Worst=0.87880448987606,Mean=0.661254687400579,Stdev=0.0755736919225739."
"NaN","86.7","NaN","91.10139999999997","91.10139999999997","NaN","91.8198","0.11502254013550942","96.4","182.92119999999994","0.4147781875222566","score[0.4147781875222566]","6.927536543704345","931.0","NaN","58.32000000000001","0.6927536543704345","93.1","1000","-1","1000","Epoch=1000,Best=0.6927536543704345,Worst=0.6927536543704345,Mean=0.6927536543704345,Stdev=0.0.","0.6927536543704345","183672","Best=0.4147781875222566,Worst=0.9802651401749678,Mean=0.6836672422890748,Stdev=0.0867062739117111."
"NaN","86.64000000000001","NaN","92.12980000000002","92.12980000000002","NaN","90.62100000000001","0.12497314307258822","93.1","182.75080000000008","0.38960189551997865","score[0.38960189551997865]","6.03875169307887","955.0","NaN","80.46000000000001","0.603875169307887","95.5","1000","-1","1000","Epoch=1000,Best=0.603875169307887,Worst=0.603875169307887,Mean=0.603875169307887,Stdev=0.0.","0.603875169307887","183688","Best=0.38960189551997865,Worst=0.7697445389752688,Mean=0.5661515334588084,Stdev=0.06696654383518882."
"NaN","85.58","NaN","91.97120000000004","91.97120000000004","NaN","91.73839999999997","4.3105790032003206E-4","87.2","183.70959999999997","0.3791833928175811","score[0.3791833928175811]","6.999735184647821","961.0","NaN","0.6400000000000002","0.6999735184647821","96.1","1000","-1","1000","Epoch=1000,Best=0.6999735184647821,Worst=0.6999735184647821,Mean=0.6999735184647821,Stdev=0.0.","0.6999735184647821","183656","Best=0.3791833928175811,Worst=0.9371313694212638,Mean=0.683855083203951,Stdev=0.1008580253104266."
"NaN","86.38000000000002","NaN","92.64419999999997","92.64419999999997","NaN","91.57559999999998","0.18673535052841211","95.9","184.21979999999996","0.38584140761378233","score[0.38584140761378233]","6.248924280522987","955.0","NaN","63.68000000000001","0.6248924280522987","95.5","1000","-1","1000","Epoch=1000,Best=0.6248924280522987,Worst=0.6248924280522987,Mean=0.6248924280522987,Stdev=0.0.","0.6248924280522987","183734","Best=0.38584140761378233,Worst=0.8813593917938041,Mean=0.6716136413246204,Stdev=0.0715147813332661."
"NaN","87.57999999999998","NaN","91.111","91.111","NaN","91.93659999999996","0.11677665902580789","97.4","183.04759999999996","0.4316208211466262","score[0.4316208211466262]","7.2614644893048155","904.0","NaN","80.42000000000002","0.7261464489304815","90.4","1000","-1","1000","Epoch=1000,Best=0.7261464489304815,Worst=0.7261464489304815,Mean=0.7261464489304815,Stdev=0.0.","0.7261464489304815","183781","Best=0.4316208211466262,Worst=0.9230064060360659,Mean=0.6493318223024814,Stdev=0.07451496259063943."
"NaN","86.28","NaN","91.9082","91.9082","NaN","91.28899999999996","0.11863797736817198","90.9","183.1972","0.4584487312918518","score[0.4584487312918518]","5.944916912674867","957.0","NaN","67.42","0.5944916912674867","95.7","1000","-1","1000","Epoch=1000,Best=0.5944916912674867,Worst=0.5944916912674867,Mean=0.5944916912674867,Stdev=0.0.","0.5944916912674867","183891","Best=0.4584487312918518,Worst=0.8587704992949149,Mean=0.6413697824156166,Stdev=0.06772352203527528."
"NaN","86.11999999999998","NaN","90.90800000000003","90.90800000000003","NaN","92.1642","0.19728285986533917","95.6","183.07219999999995","0.33493111573888124","score[0.33493111573888124]","4.29468360163464","969.0","NaN","74.22","0.429468360163464","96.9","1000","-1","1000","Epoch=1000,Best=0.429468360163464,Worst=0.429468360163464,Mean=0.429468360163464,Stdev=0.0.","0.429468360163464","183984","Best=0.33493111573888124,Worst=0.8090788220590361,Mean=0.5987253631410651,Stdev=0.07706740925779444."
"NaN","85.46000000000001","NaN","91.3158","91.3158","NaN","91.83940000000001","0.21750931848893312","93.6","183.1552","0.4223578507141677","score[0.4223578507141677]","7.002843725490136","939.0","NaN","66.4","0.7002843725490135","93.9","1000","-1","1000","Epoch=1000,Best=0.7002843725490135,Worst=0.7002843725490135,Mean=0.7002843725490135,Stdev=0.0.","0.7002843725490135","183844","Best=0.4223578507141677,Worst=0.9105935229501053,Mean=0.6459074283334261,Stdev=0.0768715633944356."
"NaN","87.06000000000002","NaN","91.6662","91.6662","NaN","91.13939999999997","0.14446338275910123","93.0","182.80559999999997","0.4119480535393708","score[0.4119480535393708]","6.583542314495176","954.0","NaN","64.94","0.6583542314495177","95.4","1000","-1","1000","Epoch=1000,Best=0.6583542314495177,Worst=0.6583542314495177,Mean=0.6583542314495177,Stdev=0.0.","0.6583542314495177","184078","Best=0.4119480535393708,Worst=0.8217013747521058,Mean=0.61957683563241,Stdev=0.06902732703953583."
"NaN","84.74","NaN","91.94479999999997","91.94479999999997","NaN","92.421","0.11532056293094668","88.3","184.36580000000006","0.4740682983777661","score[0.4740682983777661]","6.917807549301159","958.0","NaN","78.1","0.6917807549301159","95.8","1000","-1","1000","Epoch=1000,Best=0.6917807549301159,Worst=0.6917807549301159,Mean=0.6917807549301159,Stdev=0.0.","0.6917807549301159","183797","Best=0.4740682983777661,Worst=0.9553870746726476,Mean=0.7258550781780218,Stdev=0.08148355447141699."
"NaN","87.12000000000002","NaN","91.43719999999998","91.43719999999998","NaN","91.92399999999999","0.13014790079970293","94.2","183.36120000000003","0.3952647405483918","score[0.3952647405483918]","4.636063605250749","962.0","NaN","68.60000000000001","0.4636063605250749","96.2","1000","-1","1000","Epoch=1000,Best=0.4636063605250749,Worst=0.4636063605250749,Mean=0.4636063605250749,Stdev=0.0.","0.4636063605250749","183782","Best=0.3952647405483918,Worst=0.8674657304218076,Mean=0.6433283983512754,Stdev=0.07706832759894923."
"NaN","85.9","NaN","91.66619999999993","91.66619999999993","NaN","91.70459999999996","0.1632877739013991","97.4","183.37080000000003","0.412962517632142","score[0.412962517632142]","6.453046100114041","984.0","NaN","75.42","0.6453046100114042","98.4","1000","-1","1000","Epoch=1000,Best=0.6453046100114042,Worst=0.6453046100114042,Mean=0.6453046100114042,Stdev=0.0.","0.6453046100114042","183984","Best=0.412962517632142,Worst=0.8840287015331821,Mean=0.6364133326236804,Stdev=0.07602296101959301."
"NaN","87.4","NaN","91.33359999999999","91.33359999999999","NaN","91.51360000000005","0.17213128462833205","95.7","182.84720000000004","0.3760288035262798","score[0.3760288035262798]","5.569689008861517","981.0","NaN","78.17999999999999","0.5569689008861517","98.1","1000","-1","1000","Epoch=1000,Best=0.5569689008861517,Worst=0.5569689008861517,Mean=0.5569689008861517,Stdev=0.0.","0.5569689008861517","183984","Best=0.3760288035262798,Worst=0.878352187776068,Mean=0.6221391777393133,Stdev=0.0803923613847308."
"NaN","83.9","NaN","91.2898","91.2898","NaN","91.5516","0.23648375753653156","99.6","182.84140000000002","0.47245088263556073","score[0.47245088263556073]","6.650288065293063","974.0","NaN","73.38000000000001","0.6650288065293063","97.4","1000","-1","1000","Epoch=1000,Best=0.6650288065293063,Worst=0.6650288065293063,Mean=0.6650288065293063,Stdev=0.0.","0.6650288065293063","183860","Best=0.47245088263556073,Worst=0.9709405541059499,Mean=0.6983452358121917,Stdev=0.079720007275961."
"NaN","87.12","NaN","92.0856","92.0856","NaN","92.30900000000001","0.1586275741673877","95.1","184.3945999999999","0.4040014991497296","score[0.4040014991497296]","7.42746710897096","955.0","NaN","75.02000000000001","0.742746710897096","95.5","1000","-1","1000","Epoch=1000,Best=0.742746710897096,Worst=0.742746710897096,Mean=0.742746710897096,Stdev=0.0.","0.742746710897096","183969","Best=0.4040014991497296,Worst=0.9197264309133961,Mean=0.6548137883880302,Stdev=0.08057652198354975."
"NaN","86.88000000000001","NaN","92.09280000000004","92.09280000000004","NaN","90.39099999999999","0.1490298155064953","98.8","182.48380000000006","0.38409183992544504","score[0.38409183992544504]","5.5330766858219445","973.0","NaN","75.49999999999999","0.5533076685821945","97.3","1000","-1","1000","Epoch=1000,Best=0.5533076685821945,Worst=0.5533076685821945,Mean=0.5533076685821945,Stdev=0.0.","0.5533076685821945","183765","Best=0.38409183992544504,Worst=0.8542810496628575,Mean=0.6306259746230248,Stdev=0.07325757357563098."
